,Zipcode,Number_Of_Reviews,Price
1491,11205,4,150
1492,11226,0,80
1493,11211,1,250
1494,11212,19,100
1495,11212,9,160
1496,10014,37,175
1497,10023,36,94
1498,10023,11,79
1499,11233,1,159
1500,10010,3,120
1501,10075,0,800
1502,10003,16,69
1503,10018,157,125
1504,10018,133,125
1505,10018,40,185
1506,10018,28,170
1507,10018,30,145
1508,10025,2,50
1509,10011,11,125
1510,11217,7,149
1511,10002,51,190
1512,10009,1,131
1513,11102,44,115
1514,11217,13,70
1515,11217,2,99
1516,10026,25,68
1517,11205,76,125
1518,10001,18,250
1519,10012,3,165
1520,10014,10,350
1521,11206,90,175
1522,10002,27,200
1523,11221,0,65
1524,10003,11,130
1525,10009,1,175
1526,11211,0,240
1527,10025,0,300
1528,11211,0,120
1529,11217,6,125
1530,10003,6,109
1531,11206,86,139
1532,11205,9,140
1533,10006,13,379
1534,11220,1,50
1535,10025,4,220
1536,11217,0,100
1537,10075,30,139
1538,10009,19,250
1539,11215,19,85
1540,11221,4,57
1541,11385,66,55
1542,11217,1,149
1543,10013,141,550
1544,11217,0,140
1545,11238,1,100
1546,10026,2,65
1547,10019,27,250
1548,10002,117,76
1549,11222,2,300
1550,10002,6,120
1551,10003,0,249
1552,10010,48,305
1553,10036,6,110
1554,11222,0,85
1555,10036,58,120
1556,10009,15,299
1557,10019,8,295
1558,10027,69,155
1559,10027,1,155
1560,10025,7,128
1561,10025,43,175
1562,10029,3,130
1563,10036,23,195
1564,11231,0,62
1565,11222,1,195
1566,11222,15,175
1567,10012,106,125
1568,11222,76,80
1569,11238,0,95
1570,11215,4,135
1571,10027,0,69
1572,10031,176,57
1573,10031,184,57
1574,11222,6,150
1575,11225,4,115
1576,11225,1,80
1577,10012,12,249
1578,10012,18,75
1579,11103,0,100
1580,11206,92,99
1581,10031,8,175
1582,10031,32,130
1583,11211,8,62
1584,11238,98,85
1585,10027,0,160
1586,10044,2,119
1587,10019,57,125
1588,10019,63,125
1589,10065,111,119
1590,10022,17,95
1591,10022,14,95
1592,11226,129,65
1593,11216,0,125
1594,10003,38,200
1595,10014,12,199
1596,10002,89,550
1597,11211,5,75
1598,11225,18,99
1599,11225,7,104
1600,11201,1,120
1601,11217,132,180
1602,11217,100,120
1603,11249,24,235
1604,10002,21,415
1605,10013,0,130
1606,10025,14,159
1607,11217,64,80
1608,11217,87,80
1609,10025,8,89
1610,10031,10,48
1611,10036,107,125
1612,11222,32,300
1613,11226,3,115
1614,10002,29,200
1615,10012,2,185
1616,11216,2,70
1617,10016,111,110
1618,11201,12,110
1619,11201,4,125
1620,11211,3,150
1621,10003,100,145
1622,11205,18,95
1623,11205,59,145
1624,11205,75,109
1625,10013,46,320
1626,11225,5,55
1627,11217,0,235
1628,11231,10,150
1629,11238,39,150
1630,10009,28,180
1631,10011,48,250
1632,10012,52,310
1633,10014,21,250
1634,10027,4,100
1635,11211,80,199
1636,11211,90,175
1637,11216,120,186
1638,11217,0,98
1639,10002,2,130
1640,10018,45,180
1641,10038,5,299
1642,10032,21,60
1643,10039,24,60
1644,11249,0,400
1645,10001,23,275
1646,10001,29,275
1647,10001,28,275
1648,10003,32,260
1649,10009,121,149
1650,10013,15,600
1651,10014,26,236
1652,10014,39,250
1653,10018,67,170
1654,10022,0,80
1655,10022,2,95
1656,11211,41,170
1657,11211,1,160
1658,11215,7,115
1659,10011,19,410
1660,10029,26,100
1661,10029,72,100
1662,10029,128,100
1663,10031,0,110
1664,11206,0,90
1665,10009,12,240
1666,10009,33,130
1667,10009,12,99
1668,10009,0,99
1669,11215,3,140
1670,10065,9,325
1671,11206,6,75
1672,10473,3,145
1673,11225,5,170
1674,10001,9,185
1675,10003,25,175
1676,10013,19,140
1677,10473,0,90
1678,10473,0,78
1679,10473,0,65
1680,11225,7,90
1681,11225,51,82
1682,10473,2,35
1683,11221,9,99
1684,10001,15,85
1685,11206,17,130
1686,10003,49,180
1687,10027,2,200
1688,10002,70,105
1689,10002,88,120
1690,10021,62,250
1691,10035,18,80
1692,10003,17,240
1693,10012,23,225
1694,10012,0,300
1695,10016,67,250
1696,11211,7,64
1697,11211,2,73
1698,11249,1,100
1699,11249,6,67
1700,10009,11,125
1701,11221,2,85
1702,11211,12,350
1703,10002,3,265
1704,10011,5,214
1705,10014,4,400
1706,11211,42,97
1707,11211,39,95
1708,11211,15,97
1709,11211,27,85
1710,11249,0,85
1711,10002,5,115
1712,10002,2,115
1713,10002,7,129
1714,10002,6,235
1715,10002,0,109
1716,10003,31,149
1717,11237,16,55
1718,11237,0,74
1719,11206,4,60
1720,10301,94,35
1721,10301,103,35
1722,10301,90,35
1723,10301,55,39
1724,11201,0,200
1725,11206,4,200
1726,11215,0,95
1727,10003,50,135
1728,10025,18,175
1729,10463,0,200
1730,10001,49,125
1731,10027,104,85
1732,10027,80,85
1733,11213,58,130
1734,11222,137,185
1735,11222,101,175
1736,11222,86,285
1737,11222,132,175
1738,10011,33,195
1739,10009,98,400
1740,10009,110,195
1741,11237,3,94
1742,11233,5,67
1743,11103,183,89
1744,11218,38,88
1745,10010,19,100
1746,11226,0,125
1747,11211,129,74
1748,11211,46,64
1749,11218,33,39
1750,11218,61,39
1751,11217,0,190
1752,10014,55,175
1753,11231,1,66
1754,10475,0,250
1755,11215,0,199
1756,11225,0,150
1757,10009,1,140
1758,10022,13,165
1759,10475,6,60
1760,10475,11,80
1761,10475,7,65
1762,10475,10,58
1763,11215,5,71
1764,11216,8,135
1765,11213,2,70
1766,11213,2,70
1767,11213,7,65
1768,11213,3,80
1769,11213,7,70
1770,11213,2,75
1771,11213,2,75
1772,11216,28,85
1773,11216,11,85
1774,11216,2,90
1775,11211,1,180
1776,11215,39,160
1777,11238,0,199
1778,11211,3,60
1779,10034,4,90
1780,10023,49,185
1781,10029,0,120
1782,11216,148,100
1783,11211,7,130
1784,10002,56,99
1785,10002,79,139
1786,10002,157,325
1787,10009,39,130
1788,10075,51,250
1789,10075,42,250
1790,10128,46,250
1791,10128,46,250
1792,11216,117,55
1793,11216,109,60
1794,10002,19,250
1795,10009,26,171
1796,10009,45,250
1797,10012,0,120
1798,10012,0,160
1799,11206,5,165
1800,10002,16,95
1801,10012,3,75
1802,10013,21,300
1803,11216,15,65
1804,11216,8,78
1805,11217,218,85
1806,11215,24,195
1807,10003,27,200
1808,10009,1,157
1809,10010,36,115
1810,10016,0,147
1811,11217,2,120
1812,11222,31,110
1813,11222,0,545
1814,10002,0,245
1815,10012,35,160
1816,10023,41,220
1817,10002,0,800
1818,10013,2,180
1819,11211,4,100
1820,11215,0,160
1821,10002,0,245
1822,11213,1,105
1823,11216,11,150
1824,11238,11,95
1825,11238,19,99
1826,11238,31,550
1827,11238,6,1500
1828,10011,17,169
1829,11238,11,95
1830,11238,9,95
1831,11238,30,95
1832,11216,33,75
1833,11222,2,150
1834,11211,1,63
1835,11222,1,85
1836,11211,55,99
1837,11211,8,175
1838,10009,0,99
1839,10025,1,179
1840,11221,67,55
1841,10009,3,400
1842,11201,0,78
1843,11215,11,165
1844,10027,2,125
1845,10031,11,75
1846,11217,16,129
1847,11231,11,200
1848,10002,171,199
1849,10002,142,199
1850,10033,2,150
1851,11213,1,29
1852,11213,11,39
1853,11213,13,49
1854,11217,3,50
1855,11222,25,49
1856,11222,14,99
1857,11213,6,57
1858,11216,4,35
1859,11216,7,40
1860,11216,2,42
1861,10003,18,99
1862,10002,192,85
1863,10025,8,110
1864,10025,59,89
1865,10009,1,199
1866,10014,2,149
1867,10013,2,130
1868,10030,206,169
1869,10003,1,73
1870,11225,16,140
1871,10128,17,200
1872,10011,6,210
1873,11215,9,225
1874,11238,0,95
1875,11215,56,180
1876,11215,3,250
1877,10003,161,80
1878,10023,6,245
1879,10032,13,77
1880,11206,45,89
1881,10018,6,149
1882,11211,0,175
1883,11217,9,190
1884,11222,3,150
1885,11217,9,330
1886,11222,2,85
1887,10031,1,55
1888,10025,23,110
1889,10002,11,205
1890,10012,63,160
1891,11211,1,63
1892,10003,216,90
1893,11217,56,150
1894,10035,23,125
1895,10035,66,153
1896,11221,0,55
1897,11221,3,60
1898,10013,0,195
1899,10026,49,125
1900,10002,0,450
1901,10065,39,100
1902,10280,21,200
1903,10025,49,115
1904,11222,0,185
1905,10009,4,124
1906,11213,21,83
1907,11225,10,79
1908,11238,1,65
1909,11217,39,250
1910,10003,111,330
1911,11217,67,84
1912,11217,55,105
1913,11216,21,160
1914,10003,2,115
1915,10038,3,200
1916,11215,2,55
1917,10035,16,200
1918,11215,191,89
1919,10301,4,200
1920,10002,8,225
1921,11222,10,55
1922,11205,4,120
1923,11215,1,125
1924,11235,10,100
1925,10002,70,350
1926,10009,86,275
1927,10011,10,220
1928,10016,13,340
1929,11213,8,90
1930,10016,42,145
1931,11222,2,120
1932,11231,20,165
1933,11231,0,350
1934,11238,0,60
1935,11238,0,40
1936,11238,1,80
1937,11222,3,140
1938,11238,28,140
1939,11238,0,200
1940,11211,3,66
1941,11222,3,75
1942,10002,3,120
1943,11217,12,450
1944,10002,5,199
1945,11206,2,80
1946,11233,1,220
1947,11233,38,170
1948,11233,0,170
1949,11233,35,80
1950,10012,13,125
1951,11215,2,260
1952,11368,11,65
1953,11211,0,1200
1954,10027,4,100
1955,11211,48,300
1956,11249,0,225
1957,11231,0,1800
1958,10013,4,250
1959,10023,22,160
1960,10031,25,280
1961,11216,8,30
1962,10009,7,85
1963,11105,1,55
1964,10003,2,250
1965,11225,6,65
1966,10003,23,81
1967,10034,46,75
1968,11220,0,75
1969,11237,9,115
1970,11238,48,189
1971,10014,5,250
1972,11206,32,90
1973,11206,3,85
1974,10002,22,180
1975,10009,0,219
1976,10009,27,155
1977,10013,81,450
1978,10029,6,140
1979,10027,24,175
1980,11211,0,85
1981,11237,25,122
1982,10009,19,140
1983,10011,48,445
1984,10011,51,145
1985,10026,7,59
1986,11205,1,79
1987,11226,16,57
1988,11226,27,65
1989,10030,0,120
1990,10032,3,400
1991,10032,2,450
1992,11237,23,60
1993,11201,3,135
1994,10019,4,80
1995,10002,23,115
1996,10009,7,188
1997,11222,49,229
1998,10002,32,150
1999,10011,13,199
2000,10026,95,85
2001,11201,15,150
2002,11222,73,179
2003,10022,2,200
2004,10022,14,250
2005,10022,0,200
2006,10022,29,200
2007,10036,3,220
2008,10002,10,179
2009,11205,10,95
2010,10027,0,109
2011,10022,1,125
2012,10032,6,48
2013,11225,0,82
2014,10010,23,195
2015,10013,73,125
2016,10016,27,225
2017,10016,81,380
2018,10023,28,160
2019,10025,30,255
2020,11368,3,65
2021,10016,13,200
2022,10009,1,169
2023,10011,3,230
2024,10280,1,200
2025,11225,0,74
2026,11231,1,195
2027,11222,1,230
2028,10003,10,269
2029,10009,12,168
2030,10012,86,505
2031,10013,21,475
2032,11211,0,100
2033,11221,5,54
2034,10016,213,185
2035,11221,0,250
2036,10019,17,199
2037,10024,2,145
2038,11211,16,150
2039,11238,1,109
2040,10001,2,450
2041,10011,3,186
2042,11211,15,82
2043,11249,2,95
2044,11385,136,33
2045,11385,172,35
2046,11385,179,43
2047,11211,4,174
2048,11211,6,120
2049,11211,111,130
2050,11249,49,150
2051,11249,75,150
2052,10002,10,180
2053,10025,5,175
2054,11211,19,78
2055,11249,37,85
2056,11249,19,85
2057,11211,29,75
2058,11211,12,70
2059,11211,23,80
2060,10027,0,95
2061,11216,0,75
2062,10027,13,85
2063,10027,6,93
2064,10006,0,78
2065,11211,0,400
2066,10011,2,475
2067,10026,27,156
2068,11222,0,75
2069,10026,2,85
2070,10014,0,200
2071,11226,8,740
2072,11226,10,640
2073,11226,6,1300
2074,10021,1,190
2075,10013,6,89
2076,10010,2,190
2077,10016,0,190
2078,10026,17,95
2079,11205,8,185
2080,10003,41,285
2081,10003,115,340
2082,10009,65,235
2083,10013,18,125
2084,10027,35,149
2085,10003,6,78
2086,10012,10,98
2087,10023,0,300
2088,10035,2,134
2089,10023,0,160
2090,11217,0,85
2091,11226,0,120
2092,11226,24,60
2093,10034,96,68
2094,11237,12,130
2095,10002,133,145
2096,10075,34,200
2097,11218,13,99
2098,11211,0,250
2099,11215,11,170
2100,11221,1,150
2101,11211,8,145
2102,11211,14,140
2103,11211,73,80
2104,11211,13,119
2105,11249,6,150
2106,11233,6,135
2107,11233,2,145
2108,10002,0,160
2109,10003,53,125
2110,10003,24,125
2111,11206,0,50
2112,11206,8,69
2113,11233,8,150
2114,10038,0,499
2115,11222,0,115
2116,11237,34,95
2117,10003,24,175
2118,10009,23,225
2119,10023,0,300
2120,10128,4,159
2121,10468,2,50
2122,10468,19,50
2123,10037,0,95
2124,11216,1,80
2125,11217,69,150
2126,11217,55,187
2127,10011,0,1000
2128,10011,0,440
2129,10019,0,320
2130,10022,0,700
2131,11106,4,180
2132,11238,0,110
2133,10011,4,299
2134,11238,1,65
2135,11201,5,120
2136,11205,14,139
2137,11106,29,95
2138,11216,9,70
2139,10026,5,70
2140,10026,3,70
2141,11222,36,150
2142,11222,1,299
2143,11222,3,299
2144,11222,6,599
2145,11222,3,599
2146,11222,8,599
2147,11222,7,225
2148,11222,37,225
2149,11222,5,349
2150,11222,7,349
2151,11222,16,199
2152,11222,14,199
2153,11222,5,199
2154,11222,7,199
2155,11222,6,199
2156,11222,5,249
2157,11222,6,199
2158,11222,8,199
2159,11222,14,199
2160,11222,17,199
2161,11222,18,199
2162,11222,20,199
2163,11222,2,199
2164,11222,6,199
2165,11222,2,249
2166,11222,5,349
2167,11222,22,249
2168,11222,2,249
2169,11249,3,240
2170,11249,18,260
2171,11222,3,199
2172,10002,2,135
2173,10028,0,550
2174,11249,0,99
2175,10023,12,190
2176,11249,11,165
2177,10007,1,500
2178,10011,32,245
2179,10021,0,120
2180,10027,2,125
2181,10002,1,120
2182,10027,10,75
2183,10029,0,220
2184,10128,13,129
2185,10029,0,150
2186,11101,100,80
2187,11205,8,169
2188,11211,20,210
2189,11217,4,135
2190,10003,17,199
2191,10009,8,125
2192,10009,2,800
2193,10004,0,250
2194,11231,13,160
2195,11238,0,195
2196,11238,0,350
2197,10019,25,165
2198,10025,8,250
2199,10027,0,160
2200,10036,1,290
2201,10024,7,400
2202,11201,178,89
2203,10014,3,145
2204,11213,33,120
2205,11237,36,119
2206,10009,25,200
2207,10023,0,170
2208,11213,4,100
2209,10038,53,85
2210,11201,23,200
2211,11222,33,130
2212,11225,63,118
2213,11226,0,75
2214,10014,41,200
2215,11211,5,90
2216,11211,21,100
2217,11211,7,130
2218,11216,6,125
2219,11211,1,135
2220,11206,65,62
2221,11221,1,75
2222,11201,29,150
2223,11216,26,120
2224,10001,27,175
2225,10014,70,175
2226,10017,66,200
2227,10036,5,250
2228,10009,100,85
2229,10011,61,175
2230,10023,12,275
2231,10028,2,160
2232,10028,3,70
2233,11211,16,135
2234,11231,0,275
2235,11215,6,275
2236,11206,26,140
2237,11215,0,125
2238,11233,0,195
2239,11238,5,72
2240,11216,87,75
2241,10019,9,99
2242,10019,0,240
2243,10021,9,99
2244,10023,1,99
2245,10024,18,225
2246,10025,3,99
2247,10025,9,195
2248,10036,0,99
2249,10036,0,169
2250,10128,0,99
2251,10002,16,450
2252,11378,0,80
2253,10036,0,357
2254,11217,2,250
2255,10014,0,235
2256,10036,3,145
2257,11211,3,180
2258,11221,39,95
2259,10009,9,120
2260,11221,0,100
2261,10009,30,75
2262,11201,35,220
2263,10009,9,265
2264,10035,68,145
2265,10009,21,119
2266,11201,23,200
2267,11204,12,110
2268,11211,0,270
2269,11249,4,250
2270,10002,36,240
2271,11201,60,80
2272,11206,2,110
2273,11211,2,110
2274,11211,3,104
2275,11217,88,235
2276,11221,0,40
2277,10027,45,99
2278,10003,1,269
2279,10019,10,150
2280,11211,19,95
2281,11217,2,125
2282,11221,117,84
2283,11221,122,65
2284,11225,2,119
2285,10003,41,290
2286,10003,4,175
2287,10019,11,275
2288,11102,1,60
2289,10014,0,195
2290,11205,2,140
2291,11211,6,185
2292,10011,38,270
2293,10075,0,250
2294,10128,27,220
2295,10128,0,185
2296,11211,10,125
2297,10002,85,300
2298,10013,23,299
2299,10013,61,98
2300,10031,4,80
2301,11216,2,150
2302,11231,1,130
2303,10011,33,150
2304,11221,4,65
2305,11216,19,98
2306,11216,3,69
2307,11216,6,58
2308,10455,14,160
2309,10455,13,160
2310,11205,0,174
2311,11206,1,150
2312,11217,38,395
2313,11231,45,350
2314,11249,1,225
2315,11231,30,1239
2316,11222,52,210
2317,10003,153,159
2318,10009,0,325
2319,10022,89,189
2320,11225,0,75
2321,11249,46,190
2322,11220,0,150
2323,10038,100,95
2324,10038,59,95
2325,11206,177,139
2326,11217,0,140
2327,11222,0,170
2328,10001,7,150
2329,10025,0,300
2330,11217,16,150
2331,11106,15,160
2332,10003,112,109
2333,11249,10,200
2334,10009,2,180
2335,10016,0,495
2336,10028,3,180
2337,11420,0,150
2338,10003,2,120
2339,11211,9,175
2340,11230,1,75
2341,11216,41,127
2342,10002,51,349
2343,10009,0,250
2344,10009,0,200
2345,10012,15,200
2346,11211,0,95
2347,10009,0,85
2348,10025,0,349
2349,10038,2,125
2350,11216,8,140
2351,10023,0,156
2352,11206,9,89
2353,11222,0,85
2354,10035,63,69
2355,11221,116,179
2356,11217,63,99
2357,11238,4,340
2358,10024,122,159
2359,10075,116,139
2360,10030,0,59
2361,10001,0,188
2362,11201,0,220
2363,10003,31,169
2364,10014,14,300
2365,10014,8,150
2366,10009,8,210
2367,10037,7,140
2368,11211,0,250
2369,11222,14,160
2370,11208,83,159
2371,11211,9,90
2372,11205,13,60
2373,11205,15,65
2374,11206,22,60
2375,11206,13,60
2376,10002,13,80
2377,10014,4,250
2378,10018,4,180
2379,10024,36,250
2380,10029,39,80
2381,11238,0,160
2382,11238,1,132
2383,11249,0,5999
2384,10014,13,210
2385,10014,29,225
2386,10019,21,225
2387,11206,8,50
2388,11206,41,60
2389,11206,30,60
2390,11206,2,180
2391,11211,3,199
2392,10009,59,178
2393,10009,17,200
2394,10012,1,400
2395,10014,71,348
2396,10003,0,120
2397,11205,4,150
2398,11211,6,200
2399,10003,0,130
2400,10016,5,349
2401,10002,20,125
2402,11201,4,300
2403,11249,1,299
2404,10036,0,300
2405,11249,1,89
2406,10002,13,495
2407,10010,9,170
2408,11206,1,80
2409,11216,2,60
2410,11216,0,55
2411,10029,6,100
2412,11109,5,160
2413,11205,1,200
2414,11221,41,137
2415,10009,8,195
2416,10009,2,80
2417,10030,1,82
2418,11238,2,140
2419,10022,0,1500
2420,10032,10,219
2421,11211,0,150
2422,11215,3,150
2423,11215,0,120
2424,10032,10,89
2425,10032,12,89
2426,11215,0,60
2427,11222,13,395
2428,11215,81,185
2429,10002,0,130
2430,10003,3,149
2431,10014,0,180
2432,11216,49,150
2433,11216,13,155
2434,10014,11,275
2435,10026,39,150
2436,10026,33,225
2437,10026,6,150
2438,11105,0,80
2439,11211,73,87
2440,11211,56,70
2441,11238,0,200
2442,10012,11,120
2443,10012,37,152
2444,10012,36,104
2445,11217,10,125
2446,11225,20,240
2447,10001,16,190
2448,10002,27,190
2449,10009,1,125
2450,10128,1,200
2451,11222,4,85
2452,11237,48,65
2453,11237,3,55
2454,10002,8,75
2455,10002,66,85
2456,10002,0,85
2457,10009,85,109
2458,10029,2,80
2459,10029,84,65
2460,11205,8,129
2461,11211,50,165
2462,10011,61,299
2463,10012,30,200
2464,10025,4,200
2465,11226,7,74
2466,10033,60,68
2467,11206,3,100
2468,11215,46,130
2469,11226,9,85
2470,10011,21,269
2471,10012,32,240
2472,10025,4,220
2473,11220,0,59
2474,11220,2,45
2475,10032,0,125
2476,11379,0,42
2477,11427,21,65
2478,10003,99,195
2479,10013,121,190
2480,10014,2,425
2481,10019,1,125
2482,10019,0,145
2483,10011,39,125
2484,10029,111,65
2485,10030,0,80
2486,11211,5,135
2487,11211,2,300
2488,11238,8,150
2489,10009,6,200
2490,10024,16,225
2491,10028,5,249
2492,10028,4,395
2493,10012,45,105
2494,11231,4,135
2495,10003,4,220
2496,10011,0,250
2497,11231,0,70
2498,11372,91,75
2499,11231,0,50
2500,11206,1,115
2501,11211,2,200
2502,11211,25,140
2503,10002,1,160
2504,10009,167,170
2505,10025,0,150
2506,10038,11,250
2507,11231,31,85
2508,11211,3,150
2509,11213,5,180
2510,11215,19,100
2511,11104,2,85
2512,11222,0,90
2513,10033,0,75
2514,11222,1,250
2515,10002,16,159
2516,10009,6,199
2517,10009,3,250
2518,11222,1,95
2519,10031,2,75
2520,10003,13,195
2521,10009,98,155
2522,10009,83,165
2523,11693,6,70
2524,10003,23,395
2525,10016,10,250
2526,10019,67,270
2527,10005,52,285
2528,10013,1,70
2529,10031,44,69
2530,11226,14,112
2531,11238,52,175
2532,10009,6,155
2533,10014,33,250
2534,10036,0,250
2535,11215,10,90
2536,11238,1,99
2537,10003,87,110
2538,10031,0,65
2539,10031,183,60
2540,11237,7,95
2541,10003,2,230
2542,10014,8,125
2543,11238,10,95
2544,11205,33,125
2545,11206,9,200
2546,11216,15,200
2547,11216,13,160
2548,11216,2,250
2549,10003,4,165
2550,10014,11,295
2551,10003,4,135
2552,10030,41,125
2553,10002,12,100
2554,10019,76,225
2555,10006,8,250
2556,11238,5,125
2557,10002,53,140
2558,10304,6,85
2559,11217,7,300
2560,11221,7,200
2561,11231,0,129
2562,10001,27,195
2563,10009,14,125
2564,10019,69,159
2565,10036,106,169
2566,10036,73,99
2567,11221,21,67
2568,11221,4,70
2569,11221,5,60
2570,11206,1,120
2571,11211,11,250
2572,11211,11,190
2573,11211,5,130
2574,10001,19,199
2575,10009,17,175
2576,10025,8,300
2577,10033,7,150
2578,10034,13,110
2579,10280,29,120
2580,11231,0,130
2581,10001,14,89
2582,10004,10,80
2583,10031,17,70
2584,10034,0,70
2585,11385,0,60
2586,11201,0,159
2587,11201,56,199
2588,11206,0,135
2589,11225,3,105
2590,11217,66,600
2591,10011,19,175
2592,10012,28,175
2593,10016,20,200
2594,10128,45,225
2595,11201,2,115
2596,11230,0,49
2597,11201,0,160
2598,11205,4,125
2599,11211,25,120
2600,11211,75,139
2601,11222,2,220
2602,11211,37,170
2603,10003,46,150
2604,10012,4,300
2605,10022,69,200
2606,10025,1,170
2607,10036,0,210
2608,11218,10,65
2609,10009,25,135
2610,10009,83,99
2611,10012,57,139
2612,10022,9,80
2613,11106,3,84
2614,11206,0,150
2615,11211,5,169
2616,11215,4,199
2617,11222,5,120
2618,11215,26,242
2619,10014,1,150
2620,10014,2,125
2621,11221,31,65
2622,11215,4,139
2623,11222,0,120
2624,11249,0,165
2625,11206,11,115
2626,10002,4,140
2627,10022,23,140
2628,10036,3,150
2629,11206,6,75
2630,10030,37,100
2631,11201,22,150
2632,11102,21,99
2633,11222,44,119
2634,10011,30,180
2635,10014,0,130
2636,11201,23,189
2637,11201,69,189
2638,11216,0,150
2639,11238,2,200
2640,10012,12,200
2641,10022,39,140
2642,11216,94,95
2643,11216,78,135
2644,11238,0,180
2645,10001,9,650
2646,11201,70,122
2647,11211,2,185
2648,11216,7,115
2649,10011,9,349
2650,10026,0,80
2651,11216,16,55
2652,11216,13,66
2653,11216,21,75
2654,11216,13,66
2655,11216,15,60
2656,10016,1,150
2657,10019,0,165
2658,10024,18,86
2659,10024,18,92
2660,10028,19,130
2661,10028,2,70
2662,11216,2,160
2663,10002,9,300
2664,10021,77,150
2665,10021,3,150
