,Zipcode,Beds,Number_Of_Reviews
10182,10011,1,0
10183,10011,1,74
10184,10012,2,1
10185,10031,2,69
10186,11106,1,3
10187,10451,1,1
10188,11221,1,1
10189,11222,1,11
10190,10002,1,1
10191,10009,1,40
10192,10012,1,9
10193,10012,1,38
10194,10012,2,4
10195,10016,1,0
10196,10027,1,0
10197,10028,1,10
10198,10011,1,22
10199,10018,1,6
10200,10027,1,0
10201,11221,1,0
10202,11238,1,1
10203,10002,2,27
10204,10011,1,1
10205,10012,1,8
10206,10014,1,5
10207,10025,1,5
10208,10027,1,8
10209,10029,1,6
10210,11205,1,7
10211,11206,1,14
10212,11206,1,26
10213,11221,1,6
10214,10001,1,0
10215,10002,2,0
10216,10003,2,76
10217,10009,1,5
10218,10013,1,0
10219,10025,3,11
10220,10027,1,30
10221,10075,4,24
10222,11201,1,24
10223,11217,2,0
10224,11225,2,41
10225,11249,2,9
10226,10002,1,1
10227,10003,1,0
10228,10009,1,33
10229,10009,1,1
10230,10013,2,26
10231,10027,2,0
10232,10033,1,0
10233,10012,5,20
10234,11222,1,51
10235,11225,3,18
10236,11226,1,1
10237,10002,2,10
10238,11201,1,1
10239,11231,1,72
10240,11238,2,1
10241,11238,3,22
10242,10002,1,0
10243,10003,2,0
10244,10009,1,11
10245,10011,2,13
10246,10012,2,37
10247,10027,2,24
10248,10036,2,6
10249,10036,1,0
10250,11106,1,0
10251,11222,1,12
10252,10002,1,7
10253,10002,1,47
10254,10035,1,6
10255,11355,1,5
10256,11355,1,0
10257,11355,1,14
10258,11355,1,4
10259,11377,1,0
10260,11201,4,34
10261,11201,4,15
10262,11211,1,1
10263,11211,1,0
10264,11211,2,12
10265,11215,3,42
10266,11238,3,2
10267,10009,1,2
10268,10014,1,10
10269,10014,1,7
10270,10016,1,1
10271,10016,2,1
10272,10018,1,90
10273,10075,2,5
10274,11206,1,2
10275,11211,1,10
10276,11220,2,0
10277,11222,1,0
10278,11237,1,6
10279,10022,1,1
10280,11415,1,0
10281,11211,2,21
10282,11211,1,3
10283,11211,2,20
10284,11213,1,9
10285,11222,1,5
10286,11226,1,5
10287,11238,1,2
10288,11249,1,6
10289,11226,1,1
10290,11206,5,20
10291,10009,1,5
10292,10009,1,24
10293,10010,1,0
10294,10011,2,7
10295,10011,1,6
10296,10014,1,9
10297,10019,1,4
10298,10023,1,5
10299,10025,2,13
10300,10036,2,14
10301,11206,1,3
10302,11216,2,1
10303,10009,1,0
10304,10025,1,43
10305,11101,1,20
10306,11101,1,11
10307,11106,1,0
10308,10025,2,29
10309,11205,3,0
10310,11211,1,7
10311,11211,1,10
10312,11215,1,21
10313,11215,1,27
10314,11216,2,2
10315,11220,1,0
10316,11238,1,7
10317,10002,2,30
10318,10009,1,14
10319,10009,1,9
10320,10011,1,28
10321,10012,2,0
10322,10013,4,47
10323,10023,1,62
10324,10028,1,0
10325,11366,4,2
10326,11205,1,2
10327,11233,1,1
10328,10002,1,21
10329,10002,2,1
10330,10002,1,6
10331,10012,1,0
10332,10012,1,2
10333,11215,4,2
10334,11221,2,1
10335,11222,1,16
10336,11225,8,0
10337,11233,3,38
10338,11238,2,9
10339,11226,4,0
10340,10012,1,23
10341,10013,2,0
10342,10026,2,66
10343,10028,4,0
10344,11225,3,57
10345,11225,2,42
10346,11225,2,27
10347,11226,1,10
10348,11238,1,1
10349,10128,1,66
10350,10007,1,0
10351,11205,16,0
10352,11220,1,13
10353,10012,1,31
10354,10036,1,1
10355,10038,1,3
10356,10075,2,10
10357,10001,2,7
10358,11205,1,7
10359,11205,1,11
10360,11205,1,11
10361,11205,1,4
10362,11205,1,10
10363,11205,1,9
10364,11205,1,1
10365,11205,1,3
10366,11205,1,1
10367,11205,1,1
10368,11205,1,0
10369,11205,1,2
10370,11211,1,0
10371,11221,1,13
10372,11238,2,12
10373,10001,1,53
10374,10011,1,2
10375,11207,3,7
10376,11211,1,7
10377,11221,1,45
10378,11221,2,90
10379,10006,2,0
10380,10009,1,82
10381,10011,1,0
10382,10014,1,3
10383,10016,1,4
10384,10027,1,0
10385,11207,1,0
10386,11221,1,2
10387,11221,1,10
10388,11221,1,3
10389,11238,1,0
10390,10011,1,0
10391,10011,1,9
10392,10031,1,6
10393,10031,1,6
10394,10031,1,12
10395,10031,1,8
10396,11103,1,10
10397,10011,1,0
10398,11211,1,1
10399,11217,2,3
10400,11221,3,3
10401,11238,1,35
10402,11238,2,0
10403,10003,1,21
10404,10004,2,0
10405,10009,2,0
10406,10028,1,16
10407,11103,1,0
10408,11217,1,51
10409,11217,1,1
10410,11237,1,1
10411,11237,1,4
10412,11238,2,0
10413,10011,1,0
10414,10029,1,46
10415,11201,1,16
10416,11231,1,49
10417,11238,2,4
10418,10001,4,25
10419,10001,4,9
10420,10002,2,70
10421,10002,1,4
10422,10009,1,8
10423,10010,1,5
10424,10011,1,38
10425,10013,1,1
10426,10014,2,22
10427,10023,1,4
10428,10028,1,0
10429,10038,3,0
10430,10038,1,15
10431,11106,1,5
10432,11694,1,3
10433,11205,1,46
10434,11205,1,50
10435,11206,2,54
10436,11216,1,0
10437,11217,1,26
10438,11231,1,9
10439,11238,1,0
10440,11238,1,1
10441,11238,1,8
10442,11206,1,59
10443,11206,2,35
10444,11206,2,39
10445,11206,3,36
10446,11206,2,36
10447,11206,2,65
10448,10002,1,5
10449,10013,1,15
10450,10032,1,2
10451,11206,1,9
10452,11211,2,12
10453,11218,1,2
10454,11238,2,0
10455,10011,1,10
10456,10013,1,9
10457,10014,1,2
10458,10023,1,6
10459,10025,2,0
10460,10026,1,2
10461,10032,1,4
10462,10037,2,1
10463,10037,3,0
10464,11102,1,4
10465,11211,1,6
10466,11211,1,8
10467,11249,1,0
10468,10002,1,19
10469,10003,1,24
10470,10010,1,1
10471,10011,2,112
10472,10032,1,22
10473,10037,1,5
10474,10037,1,16
10475,10037,1,1
10476,10040,1,0
10477,10032,1,0
10478,11206,2,5
10479,11215,1,6
10480,11217,1,0
10481,11217,1,2
10482,11221,2,61
10483,11231,1,1
10484,10009,2,11
10485,10011,2,2
10486,10012,1,2
10487,10012,10,18
10488,10014,2,7
10489,10016,1,2
10490,10019,2,45
10491,10021,1,60
10492,10022,2,7
10493,10031,3,59
10494,10031,4,32
10495,10036,1,7
10496,11205,1,8
10497,11205,1,2
10498,11233,1,30
10499,11222,1,4
10500,10012,6,5
10501,11211,1,2
10502,11211,1,23
10503,11211,1,6
10504,11218,3,12
10505,11222,1,1
10506,11222,2,1
10507,11231,2,3
10508,11238,1,0
10509,11238,2,110
10510,11238,5,23
10511,10001,2,0
10512,10001,1,17
10513,10010,1,0
10514,10010,1,2
10515,10014,1,2
10516,10028,1,0
10517,10029,3,84
10518,11206,1,1
10519,11238,2,2
10520,10007,1,2
10521,11691,1,2
10522,11211,2,6
10523,11211,1,25
10524,10006,1,14
10525,10028,1,0
10526,10032,1,3
10527,10032,2,8
10528,10012,1,12
10529,11206,1,1
10530,11217,1,2
10531,11238,1,0
10532,11218,1,1
10533,11215,1,3
10534,11222,1,26
10535,11222,1,0
10536,11225,2,16
10537,11237,1,14
10538,11238,1,2
10539,10002,5,11
10540,10002,1,32
10541,10002,3,33
10542,10014,1,13
10543,10029,5,54
10544,10027,2,0
10545,10453,1,1
10546,11237,1,0
10547,10002,1,0
10548,10013,1,1
10549,10029,2,57
10550,10031,1,0
10551,10044,1,0
10552,10005,1,0
10553,11215,1,1
10554,11216,2,9
10555,11217,1,12
10556,11222,2,0
10557,10003,2,1
10558,10009,1,14
10559,10010,2,4
10560,10010,2,41
10561,10010,1,0
10562,10011,4,10
10563,10013,1,5
10564,10021,2,2
10565,10282,1,11
10566,11221,1,0
10567,11222,1,4
10568,11249,1,1
10569,10002,1,0
10570,10010,1,0
10571,10019,1,19
10572,10031,1,1
10573,11205,1,1
10574,11211,1,3
10575,11211,1,5
10576,11211,1,0
10577,11216,1,7
10578,11238,1,6
10579,11238,1,0
10580,10002,2,12
10581,10010,2,13
10582,10010,1,3
10583,10013,2,4
10584,10014,1,1
10585,10017,2,14
10586,10023,2,11
10587,10023,1,4
10588,10024,1,65
10589,10025,3,19
10590,10025,2,39
10591,10025,2,29
10592,10025,3,63
10593,10031,1,2
10594,11101,1,8
10595,11356,3,16
10596,11201,1,2
10597,11225,1,15
10598,11225,1,6
10599,10002,1,13
10600,10002,1,1
10601,10005,1,2
10602,11206,1,77
10603,11211,1,14
10604,10010,2,9
10605,10011,2,13
10606,10011,1,0
10607,10013,1,37
10608,10016,1,4
10609,10030,2,45
10610,11211,1,0
10611,11211,1,3
10612,11217,1,4
10613,10001,1,98
10614,10003,1,2
10615,10003,1,30
10616,10003,1,3
10617,10010,1,9
10618,10039,1,3
10619,11101,3,25
10620,11201,1,4
10621,11215,1,0
10622,11215,2,0
10623,11237,2,17
10624,11238,2,4
10625,11249,1,0
10626,10001,2,1
10627,10002,1,6
10628,10003,1,12
10629,10023,2,6
10630,10025,1,15
10631,10025,2,14
10632,10026,1,25
10633,10003,2,15
10634,11106,1,3
10635,11237,1,5
10636,11249,1,3
10637,11213,1,15
10638,11213,1,0
10639,10014,1,2
10640,11205,3,1
10641,11205,2,2
10642,11238,2,0
10643,10009,2,0
10644,10009,3,3
10645,10013,2,20
10646,10023,2,3
10647,11206,1,2
10648,11222,1,1
10649,10001,1,12
10650,10001,1,34
10651,10009,1,3
10652,10009,1,0
10653,10018,1,7
10654,10023,1,6
10655,11106,2,29
10656,11106,1,4
10657,10002,3,4
10658,10009,2,1
10659,10012,1,6
10660,10012,2,25
10661,10019,1,0
10662,10021,1,0
10663,10022,3,0
10664,10023,2,64
10665,10032,1,12
10666,10036,1,28
10667,10036,1,2
10668,11209,1,0
10669,11221,1,0
10670,11225,1,1
10671,11226,2,26
10672,11206,1,6
10673,11206,1,5
10674,10002,1,1
10675,10003,1,40
10676,10012,1,1
10677,10036,1,70
10678,11201,2,4
10679,11230,2,0
10680,11214,1,21
10681,10003,1,25
10682,10011,1,3
10683,10012,1,0
10684,10024,1,88
10685,10028,1,0
10686,10280,2,12
10687,11211,1,4
10688,11233,1,26
10689,11249,1,0
10690,10075,1,84
10691,11205,1,36
10692,11211,1,39
10693,11211,1,3
10694,11213,1,2
10695,10001,2,66
10696,10002,2,1
10697,10009,1,25
10698,10016,1,8
10699,10019,2,25
10700,10023,2,20
10701,10024,5,33
10702,10025,1,0
10703,10028,3,12
10704,10028,2,4
10705,11222,1,3
10706,11237,2,29
10707,10028,2,1
10708,10032,1,9
10709,10065,1,28
10710,11101,1,33
10711,11102,1,34
10712,11211,1,22
10713,11237,1,5
10714,10002,1,10
10715,10002,1,14
10716,10002,2,0
10717,10014,1,8
10718,10014,1,9
10719,10021,1,65
10720,11206,1,1
10721,11211,1,0
10722,11218,1,12
10723,11249,1,3
10724,10026,2,0
10725,10031,1,0
10726,11206,1,1
10727,11218,2,0
10728,11225,1,7
10729,11217,2,69
10730,11211,3,63
10731,10009,3,18
10732,10014,1,37
10733,10024,1,0
10734,10026,1,6
10735,11206,1,44
10736,11206,1,1
10737,11211,1,11
10738,10024,1,1
10739,10027,1,9
10740,11375,1,12
10741,11215,1,30
10742,10002,1,10
10743,10002,2,1
10744,10002,1,0
10745,10012,1,6
10746,10018,2,16
10747,10019,2,6
10748,10025,1,13
10749,10033,2,2
10750,11222,1,7
10751,10002,1,40
10752,10019,1,4
10753,10031,1,1
10754,10031,1,8
10755,10031,1,0
10756,10031,2,3
10757,10035,1,2
10758,10035,1,5
10759,10035,1,1
10760,10033,1,23
10761,11211,2,12
10762,11218,4,1
10763,10003,1,15
10764,10027,1,2
10765,10040,1,10
10766,11211,1,26
10767,11211,1,0
10768,10002,1,1
10769,10038,1,0
10770,10128,1,1
10771,11358,1,0
10772,11358,1,0
10773,11215,1,48
10774,11217,1,4
10775,11218,1,1
10776,11237,4,21
10777,10003,1,8
10778,10035,1,28
10779,11106,1,0
10780,11217,1,4
10781,10018,1,4
10782,10026,1,24
10783,10026,1,10
10784,10027,1,1
10785,11217,1,3
10786,11217,1,0
10787,11238,1,0
10788,10012,1,65
10789,10023,2,0
10790,10027,2,11
10791,10001,3,12
10792,11106,1,5
10793,11206,1,5
10794,11206,1,2
10795,11207,2,0
10796,11222,1,6
10797,11222,1,0
10798,11237,1,1
10799,10002,1,4
10800,10003,1,6
10801,11201,2,0
10802,10003,1,1
10803,10014,1,0
10804,10019,2,0
10805,10023,3,9
10806,10024,2,1
10807,10027,2,0
10808,10013,2,52
10809,10023,2,5
10810,10023,1,0
10811,11205,2,65
10812,11222,2,3
10813,10001,2,0
10814,10002,2,0
10815,10002,2,9
10816,10009,3,38
10817,10012,3,16
10818,10021,2,27
10819,10028,4,3
10820,10065,4,1
10821,10128,1,13
10822,11215,3,4
10823,11215,3,1
10824,10012,1,0
10825,10012,1,0
10826,11211,1,27
10827,10011,2,5
10828,11101,2,18
10829,11230,1,6
10830,10003,1,0
10831,10025,1,65
10832,11211,2,3
10833,11218,2,1
10834,11222,2,7
10835,10019,1,0
10836,10019,2,0
10837,10023,1,9
10838,11374,1,0
10839,10452,1,105
10840,11206,1,0
10841,11211,1,7
10842,11211,1,6
10843,11211,1,1
10844,11211,2,0
10845,11238,1,1
10846,10001,1,3
10847,11215,1,4
10848,11238,1,0
10849,11249,1,1
10850,10011,1,29
10851,10035,1,7
10852,10065,2,0
10853,11211,1,1
10854,11221,1,4
10855,11221,1,52
10856,11221,1,60
10857,11221,1,20
10858,10003,1,1
10859,10016,1,1
10860,10029,1,1
10861,10029,1,14
10862,10029,1,13
10863,11238,1,35
10864,11249,2,3
10865,10010,1,12
10866,10012,1,6
10867,10014,1,3
10868,10022,2,3
10869,10025,2,1
10870,11211,1,0
10871,11211,1,2
10872,11216,1,2
10873,11206,1,15
10874,11238,2,111
10875,11249,2,7
10876,10010,1,17
10877,10010,2,1
10878,10012,1,0
10879,10019,1,4
10880,10025,2,0
10881,10029,1,44
10882,10029,1,100
10883,11377,2,15
10884,11226,1,0
10885,11238,1,126
10886,11238,1,88
10887,10025,1,174
10888,11377,1,34
10889,11377,1,19
10890,11201,1,5
10891,11206,2,13
10892,11216,1,23
10893,11217,1,1
10894,11235,2,0
10895,10011,1,10
10896,10026,3,5
10897,10026,3,26
10898,10030,1,1
10899,11211,1,3
10900,11249,1,0
10901,10027,1,11
10902,10027,1,24
10903,10027,1,23
10904,11429,3,0
10905,11206,1,52
10906,11215,2,11
10907,11221,2,14
10908,11221,2,52
10909,10025,1,0
10910,10009,1,3
10911,10023,1,50
10912,11385,1,1
10913,11385,1,0
10914,11205,2,0
10915,11217,2,6
10916,10027,1,58
10917,10027,4,70
10918,10027,1,64
10919,11103,2,0
10920,10306,4,66
10921,11211,1,2
10922,11222,1,0
10923,10027,1,23
10924,10027,1,0
10925,10031,1,19
10926,10037,1,4
10927,10037,1,16
10928,10037,1,1
10929,10009,1,2
10930,11215,2,0
10931,11216,2,3
10932,10003,1,0
10933,10003,2,2
10934,10014,1,3
10935,10022,3,2
10936,10025,1,2
10937,10027,1,9
10938,10027,5,6
10939,10027,5,8
10940,10040,1,2
10941,11377,2,3
10942,11238,1,2
10943,10030,1,0
10944,10030,1,10
10945,11211,1,3
10946,10003,1,0
10947,10009,2,0
10948,10019,1,4
10949,10028,2,0
10950,10035,6,11
10951,11211,1,1
10952,11221,1,18
10953,11238,1,0
10954,11201,1,0
10955,11216,1,0
10956,10003,1,67
10957,10016,1,0
10958,10019,1,2
10959,10019,1,13
10960,10023,1,1
10961,10032,3,22
10962,11237,1,80
10963,11238,1,1
10964,10002,1,13
10965,10002,1,21
10966,10003,1,39
10967,10011,1,1
10968,10023,1,1
10969,10032,1,5
10970,11206,4,3
10971,11211,1,9
10972,10003,1,42
10973,10014,2,4
10974,10024,1,4
10975,10031,1,2
10976,11206,1,10
10977,11221,2,64
10978,11221,2,105
10979,11221,1,18
10980,11216,1,40
10981,10002,1,23
10982,10003,1,0
10983,10009,1,0
10984,10027,1,3
10985,11370,1,0
10986,10038,1,6
10987,11211,1,1
10988,10019,2,20
10989,11237,1,7
10990,11238,1,19
10991,11104,1,2
10992,11372,3,4
10993,11205,5,54
10994,11217,2,2
10995,11218,2,58
10996,11218,1,8
10997,11233,3,62
10998,11249,1,4
10999,10014,1,8
11000,10014,1,18
11001,11206,2,28
11002,11211,1,3
11003,11228,1,0
11004,11231,1,13
11005,11238,1,36
11006,11221,1,6
11007,11222,1,1
11008,10035,1,5
11009,11101,1,0
11010,11218,1,5
11011,11211,2,0
11012,11211,2,23
11013,11249,1,0
11014,10003,2,10
11015,10009,1,5
11016,10010,1,54
11017,11211,2,18
11018,11220,1,1
11019,11249,2,4
11020,10021,1,2
11021,10037,1,1
11022,11102,1,4
11023,11206,1,8
11024,11249,1,2
11025,10039,1,0
11026,11102,1,35
11027,11103,1,0
11028,11105,2,47
11029,11215,2,23
11030,11217,1,0
11031,11217,2,0
11032,10002,1,17
11033,10003,1,15
11034,10021,2,2
11035,10027,1,4
11036,10028,1,12
11037,10029,3,18
11038,10034,7,10
11039,10039,2,7
11040,10002,1,43
11041,11105,1,2
11042,11106,1,1
11043,11211,1,1
11044,11222,1,3
11045,11206,1,14
11046,11206,1,23
11047,10014,1,4
11048,11211,1,0
11049,11211,1,0
11050,10014,1,18
11051,10025,2,2
11052,10036,1,5
11053,10036,1,1
11054,11106,1,12
11055,11106,1,7
11056,11211,1,0
11057,10013,1,1
11058,10019,1,76
11059,11106,1,2
11060,11233,1,4
11061,11238,1,0
11062,10001,2,72
11063,10011,1,2
11064,10019,2,45
11065,10021,1,2
11066,10024,3,13
11067,10036,2,19
11068,10128,3,1
11069,11237,1,0
11070,11201,3,3
11071,11211,1,8
11072,11216,3,2
11073,11225,5,21
11074,11238,1,7
11075,10014,2,0
11076,10029,1,6
11077,11211,1,0
11078,11216,1,55
11079,11226,1,73
11080,10011,1,3
11081,10030,1,0
11082,10128,1,19
11083,10014,1,0
11084,10025,1,0
11085,11205,4,0
11086,11222,3,67
11087,11234,4,0
11088,11237,1,48
11089,11234,3,18
11090,10010,2,10
11091,10011,1,1
11092,10030,2,0
11093,10280,1,1
11094,11355,3,105
11095,11206,1,0
11096,11232,2,0
11097,11234,2,0
11098,11237,1,7
11099,11238,1,14
11100,10011,1,3
11101,10024,2,0
11102,10031,1,11
11103,10033,1,48
11104,11355,1,40
11105,11217,1,2
11106,10035,1,0
11107,11211,1,0
11108,11230,1,17
11109,11249,3,1
11110,10014,2,2
11111,10016,1,54
11112,10033,3,2
11113,11691,3,6
11114,11211,1,38
11115,10002,1,1
11116,10021,1,11
11117,10021,1,4
11118,10025,1,20
11119,10029,1,2
11120,10029,1,13
11121,10029,1,71
11122,11101,1,18
11123,10454,4,10
11124,11217,2,3
11125,11235,2,1
11126,10002,4,47
11127,10012,1,5
11128,10016,2,2
11129,10016,2,1
11130,11372,2,2
11131,11221,1,0
11132,10002,1,1
11133,10002,1,12
11134,10012,1,34
11135,10027,1,15
11136,10030,1,0
11137,11106,1,6
11138,11201,1,3
11139,11221,3,73
11140,11238,2,28
11141,11238,2,11
11142,10006,1,3
11143,10012,1,13
11144,10024,1,0
11145,10027,1,3
11146,10128,1,4
11147,11211,1,1
11148,11208,2,5
11149,11208,1,6
11150,11221,2,1
11151,10011,1,1
11152,10039,1,212
11153,10039,1,236
11154,10039,1,235
11155,11369,1,13
11156,11201,1,0
11157,11211,1,24
11158,11215,2,3
11159,11216,1,3
11160,10002,1,10
11161,10016,1,13
11162,10027,2,14
11163,10009,3,3
11164,11215,1,1
11165,11238,1,0
11166,11221,2,0
11167,10024,2,3
11168,10128,2,0
11169,11249,1,11
11170,11249,1,16
11171,11249,1,52
11172,11249,1,41
11173,11221,1,0
11174,10009,1,62
11175,10025,1,80
11176,11201,1,3
11177,11211,1,28
11178,11216,1,1
11179,11222,3,12
11180,10003,1,7
11181,10014,1,40
11182,10019,1,21
11183,10019,2,1
11184,10023,1,5
11185,10024,2,16
11186,10029,3,12
11187,10029,3,36
11188,10035,1,45
11189,11230,1,3
11190,10029,1,3
11191,11230,1,10
11192,11230,1,7
11193,10019,1,4
11194,11205,2,0
11195,11217,2,5
11196,11221,1,1
11197,11231,2,2
11198,10014,1,16
11199,10017,1,27
11200,10019,1,12
11201,10031,1,3
11202,10128,1,0
11203,11206,1,0
11204,11211,1,1
11205,11215,1,1
11206,11216,2,0
11207,11216,1,22
11208,10002,4,25
11209,10019,1,1
11210,10027,1,5
11211,10036,3,179
11212,11101,1,8
11213,11226,1,0
11214,11237,1,0
11215,11203,1,0
11216,10010,1,1
11217,10040,1,1
11218,11231,2,8
11219,11238,2,7
11220,10003,1,0
11221,10044,1,0
11222,11109,2,1
11223,11206,2,58
11224,11226,1,8
11225,10026,1,0
11226,10035,2,11
11227,10024,1,0
11228,11211,2,6
11229,11238,1,12
11230,10003,3,77
11231,10009,2,4
11232,10019,1,1
11233,10023,6,1
11234,10027,1,9
11235,11207,2,6
11236,11211,1,0
11237,11206,1,3
11238,10009,1,0
11239,10023,1,2
11240,10012,4,0
11241,11226,1,38
11242,11249,1,1
11243,11222,1,31
11244,10003,1,3
11245,10004,1,2
11246,10014,1,7
11247,11211,1,0
11248,11211,1,0
11249,11249,1,17
11250,11249,1,9
11251,11226,1,12
11252,11226,1,12
11253,11226,1,10
11254,10031,1,21
11255,11216,2,0
11256,11217,2,12
11257,11217,2,0
11258,11211,1,7
11259,10002,1,14
11260,10025,1,15
11261,10029,3,4
11262,10031,1,48
11263,11206,1,1
11264,11217,1,40
11265,11225,1,48
11266,11231,1,4
11267,11238,1,4
11268,11204,1,0
11269,10031,1,3
11270,10027,1,0
11271,11215,1,0
11272,11221,2,1
11273,11238,3,1
11274,10002,1,14
11275,10003,1,2
11276,10034,2,0
11277,10075,1,0
11278,11211,1,9
11279,11221,1,3
11280,11222,1,6
11281,11222,1,9
11282,11222,1,4
11283,10031,1,2
11284,10032,1,0
11285,10038,1,0
11286,11226,1,15
11287,11211,1,28
11288,11237,1,6
11289,11238,2,6
11290,11238,2,12
11291,10002,3,51
11292,10002,1,21
11293,10011,1,7
11294,10027,1,9
11295,10029,2,3
11296,10128,2,1
11297,11211,1,15
11298,11211,1,9
11299,11215,1,0
11300,11218,1,2
11301,10002,1,1
11302,10002,2,15
11303,10003,1,0
11304,10003,1,0
11305,10014,1,2
11306,10027,1,1
11307,10038,1,2
11308,10038,1,3
11309,10128,1,1
11310,10038,4,0
11311,10038,6,2
11312,10038,6,5
11313,10038,6,5
11314,10038,6,2
11315,10038,4,0
11316,10038,1,3
11317,10038,1,54
11318,10038,1,3
11319,10038,1,18
11320,10038,1,9
11321,10038,1,6
11322,11218,1,17
11323,11238,3,0
11324,11249,1,3
11325,10003,2,53
11326,10009,1,44
11327,10011,2,2
11328,10012,1,17
11329,10019,1,61
11330,10022,2,0
11331,10024,1,7
11332,10028,1,0
11333,10012,2,18
11334,11238,1,3
11335,11249,1,3
11336,10021,1,0
11337,11211,1,24
11338,11211,1,0
11339,11238,1,3
11340,11249,1,52
11341,11215,4,0
11342,11238,5,3
11343,11211,3,10
11344,10002,1,3
11345,10014,1,0
11346,10014,1,55
11347,10028,1,0
11348,10029,1,6
11349,11206,1,1
11350,11206,1,0
11351,11211,1,57
11352,11238,1,38
11353,10003,1,2
11354,11201,1,19
11355,11206,1,4
11356,11222,2,14
11357,11238,2,7
11358,10010,1,2
11359,10012,1,4
11360,10016,1,3
11361,11211,3,1
11362,11222,1,13
11363,11249,1,39
11364,11249,1,54
11365,11249,1,35
11366,11249,2,39
11367,11211,1,0
11368,11211,1,7
11369,11216,2,2
11370,11249,1,1
11371,10009,1,0
11372,10011,1,17
11373,10012,1,3
11374,10016,2,15
11375,10075,2,2
11376,11238,1,33
11377,11238,2,7
11378,11238,1,41
11379,11238,1,52
11380,11206,1,39
11381,11237,1,2
11382,11201,1,13
11383,11211,2,2
11384,11222,2,5
11385,11225,1,1
11386,10003,2,1
11387,11215,2,66
11388,11225,1,17
11389,11205,1,2
11390,11215,1,3
11391,11221,2,25
11392,11222,3,3
11393,11238,2,21
11394,11238,2,3
11395,11233,3,36
11396,10001,2,18
11397,10002,2,2
11398,10002,1,0
11399,10009,1,0
11400,10012,1,0
11401,10028,1,9
11402,10028,1,0
11403,10019,3,5
11404,11237,1,11
11405,10003,1,5
11406,10025,1,80
11407,10032,1,13
11408,11101,1,0
11409,11206,1,14
11410,11210,1,10
11411,11233,1,12
11412,11238,1,4
11413,10002,1,6
11414,10011,1,12
11415,10014,1,5
11416,10014,1,7
11417,10024,2,3
11418,10024,2,13
11419,10029,1,18
11420,10031,1,1
11421,11103,1,4
11422,11207,1,1
11423,11215,1,9
11424,11237,1,2
11425,10013,1,4
11426,11101,1,2
11427,11238,1,4
11428,10003,2,0
11429,10003,2,0
11430,10006,2,2
11431,10013,1,6
11432,10016,1,7
11433,10022,1,0
11434,10022,1,0
11435,10026,2,0
11436,10036,2,0
11437,10128,1,4
11438,10003,2,34
11439,11435,3,8
11440,11435,3,4
11441,11218,1,53
11442,11225,1,1
11443,11226,1,23
11444,10006,1,4
11445,10006,1,39
11446,10036,1,6
11447,10036,1,3
11448,11355,1,56
11449,11355,1,80
11450,11415,2,59
11451,11415,1,67
11452,11211,1,2
11453,10002,1,9
11454,10002,1,0
11455,10009,2,1
11456,10014,1,28
11457,10023,1,0
11458,10028,1,0
11459,10028,1,2
11460,11211,1,3
11461,11215,1,4
11462,10009,1,1
11463,10019,1,96
11464,10029,1,3
11465,10029,1,1
11466,11102,2,3
11467,11102,1,0
11468,11103,1,2
11469,11229,1,1
11470,10023,2,0
11471,10128,1,27
11472,11101,2,67
11473,11101,2,14
11474,11385,2,72
11475,11101,2,0
11476,11205,1,1
11477,11249,1,2
11478,10009,1,2
11479,10012,1,1
11480,10026,1,5
11481,11101,1,60
11482,11101,1,71
11483,11101,1,68
11484,11103,1,3
11485,11211,1,14
11486,11215,5,7
11487,10014,1,1
11488,10014,1,2
11489,10022,1,9
11490,10022,2,2
11491,10028,2,1
11492,11211,1,32
11493,10002,1,4
11494,10022,1,0
11495,10022,1,10
11496,10023,1,2
11497,11210,1,34
11498,11225,1,14
11499,11238,1,1
11500,10025,2,2
11501,10036,2,6
11502,10462,1,0
11503,11206,1,40
11504,11206,1,0
11505,11206,1,93
11506,10019,1,35
11507,10462,3,9
11508,11211,1,2
11509,11221,2,1
11510,10001,2,1
11511,10011,1,49
11512,10022,2,2
11513,10029,2,0
11514,10038,1,2
11515,10128,1,16
11516,11213,1,0
11517,11222,1,0
11518,11221,1,6
11519,10018,1,45
11520,10018,1,1
11521,10022,1,0
11522,10022,1,1
11523,10029,1,0
11524,10029,1,11
11525,10128,1,0
11526,10018,1,130
11527,11216,1,1
11528,10009,2,71
11529,10019,2,0
11530,10024,2,13
11531,11205,1,0
11532,11216,1,4
11533,11216,1,29
11534,11222,1,0
11535,10027,1,4
11536,11238,2,2
11537,11237,1,9
11538,11238,2,0
11539,10001,1,0
11540,10003,1,2
11541,10012,2,8
11542,10014,1,5
11543,10019,2,7
11544,10027,1,11
11545,10029,1,3
11546,10036,1,20
11547,10128,2,0
11548,11373,1,1
11549,11221,1,0
11550,10030,1,11
11551,10075,3,11
11552,10075,3,25
11553,11217,1,0
11554,11217,1,29
11555,11222,1,5
11556,11238,1,0
11557,10002,3,38
11558,10009,2,2
11559,10011,2,9
11560,10016,2,0
11561,10018,1,24
11562,10024,2,0
11563,10027,2,42
11564,10027,2,48
11565,10027,1,0
11566,11206,1,68
11567,11211,1,45
11568,10002,3,0
11569,10009,1,4
11570,10009,1,149
11571,10011,1,2
11572,10013,1,5
11573,10009,2,36
11574,11211,1,7
11575,10001,2,8
11576,10001,2,17
11577,10001,2,37
11578,10003,2,6
