,Host_Id,Review_Scores_Rating,
508,63859,100,
509,63924,88,
510,64164,88,
511,64334,80,
512,64442,93,
513,64522,90,
514,64644,92,
515,64687,100,
516,64894,96,
517,65179,80,
518,65197,88,
519,65179,93,
520,65179,92,
521,65059,90,
522,65212,100,
523,65591,90,
524,65676,92,
525,65837,95,
526,65804,90,
527,66087,90,
528,66087,89,
529,66087,77,
530,66087,50,
531,66071,96,
532,66087,80,
533,66061,92,
534,66276,80,
535,66193,87,
536,66329,98,
537,66104,91,
538,66243,77,
539,66397,90,
540,66346,95,
541,67105,80,
542,67105,87,
543,67105,83,
544,67168,97,
545,67180,97,
546,67105,96,
547,67365,96,
548,67778,100,
549,67778,96,
550,67744,92,
551,68342,97,
552,68578,93,
553,68428,92,
554,69139,92,
555,69447,94,
556,69829,98,
557,69685,95,
558,69942,86,
559,70091,100,
560,70386,100,
561,70234,94,
562,70614,97,
563,71418,95,
564,71528,95,
565,71512,97,
566,72014,89,
567,72062,93,
568,72062,95,
569,72062,94,
570,72062,94,
571,72062,95,
572,72062,98,
573,72062,93,
574,72014,93,
575,72014,92,
576,72014,100,
577,72062,95,
578,72062,92,
579,71876,99,
580,72773,100,
581,72808,90,
582,72808,90,
583,72808,93,
584,72808,93,
585,73128,89,
586,73697,92,
587,74303,92,
588,74686,92,
589,74777,94,
590,76055,92,
591,75778,89,
592,76543,92,
593,76573,98,
594,77328,92,
595,77617,92,
596,78127,89,
597,78066,92,
598,78127,92,
599,78127,91,
600,78127,91,
601,78127,91,
602,78748,100,
603,78460,97,
604,78742,100,
605,78771,92,
606,78513,100,
607,79070,97,
608,79402,85,
609,80225,90,
610,80338,92,
611,80447,80,
612,81602,85,
613,81602,84,
614,81602,80,
615,81928,92,
616,81647,100,
617,81821,93,
618,82260,77,
619,82796,94,
620,82685,92,
621,82930,97,
622,82930,100,
623,83257,95,
624,83257,100,
625,83756,98,
626,83859,90,
627,83859,93,
628,84528,93,
629,85095,89,
630,85095,92,
631,85843,99,
632,85843,92,
633,86091,94,
634,86091,91,
635,86091,92,
636,86091,100,
637,86381,100,
638,86790,92,
639,87105,93,
640,87131,93,
641,87336,97,
642,87494,100,
643,88032,92,
644,87809,96,
645,87773,94,
646,87773,94,
647,87717,100,
648,87601,97,
649,88181,97,
650,88485,100,
651,88485,100,
652,88485,93,
653,88209,97,
654,88791,93,
655,89670,92,
656,90643,100,
657,90643,96,
658,90656,76,
659,90656,71,
660,90860,98,
661,91960,92,
662,92436,100,
663,92451,100,
664,92411,95,
665,92311,100,
666,92311,96,
667,92782,90,
668,92821,86,
669,93101,97,
670,92788,95,
671,92788,94,
672,93246,84,
673,93292,94,
674,93781,94,
675,93779,100,
676,93790,93,
677,93790,89,
678,94735,100,
679,94735,93,
680,94966,96,
681,95603,92,
682,95639,93,
683,96755,94,
684,96624,91,
685,96752,80,
686,96752,92,
687,97476,85,
688,97476,94,
689,97219,93,
690,97788,80,
691,97797,94,
692,97797,93,
693,97797,95,
694,97797,97,
695,97797,94,
696,97580,97,
697,98223,80,
698,98976,100,
699,100126,75,
700,100621,92,
701,100621,92,
702,101177,92,
703,101172,89,
704,101172,86,
705,101172,86,
706,101172,89,
707,101172,84,
708,101924,92,
709,102310,90,
710,102310,90,
711,102310,90,
712,102525,100,
713,103640,98,
714,103773,93,
715,103729,85,
716,103729,85,
717,103729,90,
718,103729,93,
719,103729,92,
720,104009,92,
721,104001,92,
722,104001,92,
723,104250,94,
724,104250,100,
725,105186,100,
726,105106,100,
727,105155,90,
728,105538,87,
729,105445,98,
730,105884,92,
731,106551,89,
732,106936,92,
733,107340,87,
734,107285,100,
735,107567,85,
736,107628,93,
737,107899,85,
738,107853,95,
739,109048,92,
740,109457,92,
741,109397,96,
742,109505,98,
743,109451,96,
744,109457,94,
745,109457,94,
746,109457,92,
747,109457,98,
748,109457,93,
749,109457,93,
750,109738,87,
751,110135,95,
752,110795,94,
753,110547,100,
754,110930,88,
755,111203,80,
756,111378,92,
757,111359,73,
758,111359,84,
759,111837,100,
760,111908,96,
761,111908,100,
762,112879,92,
763,112983,94,
764,113659,92,
765,113919,91,
766,114641,100,
767,114590,100,
768,114590,93,
769,114649,94,
770,115157,98,
771,114913,92,
772,115307,96,
773,115560,90,
774,115669,100,
775,116301,90,
776,116599,92,
777,116382,92,
778,116382,88,
779,116599,94,
780,116599,100,
781,116382,91,
782,116382,93,
783,116382,94,
784,117236,93,
785,117028,91,
786,117738,87,
787,117958,97,
788,118971,96,
789,118793,91,
790,118971,92,
791,118661,92,
792,118971,97,
793,119588,95,
794,119588,94,
795,119510,95,
796,120223,96,
797,119900,88,
798,119911,87,
799,120291,97,
800,119911,92,
801,120623,93,
802,120623,83,
803,120952,99,
804,121427,91,
805,121436,89,
806,121809,98,
807,122975,100,
808,123097,88,
809,123449,96,
810,123097,94,
811,124357,84,
812,124345,97,
813,124352,98,
814,124357,86,
815,124357,92,
816,124357,93,
817,124655,95,
818,124797,91,
819,124797,94,
820,124797,95,
821,124797,100,
822,125554,90,
823,125352,100,
824,125554,98,
825,125857,92,
826,125857,94,
827,126654,91,
828,126607,91,
829,126607,90,
830,127428,92,
831,127307,90,
832,127772,91,
833,127608,98,
834,128447,92,
835,128657,100,
836,128663,80,
837,128833,100,
838,128806,99,
839,128669,100,
840,128890,93,
841,128931,100,
842,129318,97,
843,129123,100,
844,129352,95,
845,129352,98,
846,130023,90,
847,130023,100,
848,130216,100,
849,130313,95,
850,130351,89,
851,130351,89,
852,130293,94,
853,130351,100,
854,131256,100,
855,131256,96,
856,131256,93,
857,130918,95,
858,131045,99,
859,131716,100,
860,131914,88,
861,132132,60,
862,132132,77,
863,132132,87,
864,132132,83,
865,131716,96,
866,131813,80,
867,132701,98,
868,132918,86,
869,134734,100,
870,134516,100,
871,134505,87,
872,134936,93,
873,135182,92,
874,135370,100,
875,135018,100,
876,135255,92,
877,135278,90,
878,135018,92,
879,135619,88,
880,136339,100,
881,136352,97,
882,136227,85,
883,136499,100,
884,136352,93,
885,137140,100,
886,137432,80,
887,136962,97,
888,137292,92,
889,138069,87,
890,138069,89,
891,137974,91,
892,137974,92,
893,138069,88,
894,138069,89,
895,138010,97,
896,137814,89,
897,137814,89,
898,137814,89,
899,138579,100,
900,138243,80,
901,139612,100,
902,139311,100,
903,139595,100,
904,139853,100,
905,139919,80,
906,140331,87,
907,140272,93,
908,140204,100,
909,140817,92,
910,140555,92,
911,140555,92,
912,140555,84,
913,140555,83,
914,140555,92,
915,141272,91,
916,141084,92,
917,141070,80,
918,141505,100,
919,141933,97,
920,142147,89,
921,142684,94,
922,143027,99,
923,143304,92,
924,143833,93,
925,143388,83,
926,143759,83,
927,144545,100,
928,144722,100,
929,145021,96,
930,145609,94,
931,146167,90,
932,146052,93,
933,146036,80,
934,146432,100,
935,146944,92,
936,146715,93,
937,146825,92,
938,147388,100,
939,147174,88,
940,148108,92,
941,149009,92,
942,148874,100,
943,148874,100,
944,148874,92,
945,148874,80,
946,148891,90,
947,149430,87,
948,149430,82,
949,149430,89,
950,149097,94,
951,149009,98,
952,149009,80,
953,149430,91,
954,149430,82,
955,150063,84,
956,150832,95,
957,151150,100,
958,151654,80,
959,152918,94,
960,153675,92,
961,153441,86,
962,153441,87,
963,153494,93,
964,153675,95,
965,154332,87,
966,154377,87,
967,154787,95,
968,155163,80,
969,154926,100,
970,156581,100,
971,156277,92,
972,156450,88,
973,156450,91,
974,156137,80,
975,156093,94,
976,157241,97,
977,156734,87,
978,157039,75,
979,157795,90,
980,157798,93,
981,157795,96,
982,158734,98,
983,158284,98,
984,159370,86,
985,159708,95,
986,159733,100,
987,159703,97,
988,159538,96,
989,159746,94,
990,160101,96,
991,160565,100,
992,160605,90,
993,160337,100,
994,160671,97,
995,160766,94,
996,161581,90,
997,161992,98,
998,162229,99,
999,162203,96,
1000,163545,95,
1001,163545,93,
1002,164675,100,
1003,164534,60,
1004,164781,95,
1005,164781,93,
1006,165789,93,
1007,166303,80,
1008,166164,95,
1009,166532,96,
1010,166634,92,
1011,167417,90,
1012,167759,90,
1013,167417,92,
1014,167417,100,
1015,168417,83,
1016,168417,69,
1017,168525,95,
1018,168525,96,
1019,169683,94,
1020,169683,95,
1021,169899,92,
1022,168806,100,
1023,169843,93,
1024,169683,92,
1025,169683,92,
1026,169899,95,
1027,169471,86,
1028,171653,92,
1029,170510,93,
1030,170510,91,
1031,170703,100,
1032,170707,95,
1033,170553,100,
1034,171669,87,
1035,170611,60,
1036,170813,100,
1037,170840,92,
1038,171851,99,
1039,173137,94,
1040,173980,92,
1041,173980,92,
1042,172147,97,
1043,173819,92,
1044,173218,88,
1045,173853,95,
1046,174025,92,
1047,172672,100,
1048,173997,91,
1049,172137,94,
1050,172741,100,
1051,172137,92,
1052,174752,100,
1053,175694,92,
1054,176285,100,
1055,176483,90,
1056,176903,92,
1057,176903,92,
1058,176903,100,
1059,176903,100,
1060,175779,93,
1061,176836,84,
1062,176592,99,
1063,177655,91,
1064,177801,100,
1065,177980,92,
1066,178056,96,
1067,177868,92,
1068,177724,91,
1069,178043,97,
1070,177233,100,
1071,177712,93,
1072,177536,100,
1073,178784,100,
1074,178643,97,
1075,178551,92,
1076,178755,92,
1077,179679,84,
1078,179296,97,
1079,179020,92,
1080,179020,91,
1081,180083,93,
1082,180301,91,
1083,180107,80,
1084,180416,94,
1085,180107,96,
1086,181756,93,
1087,181689,84,
1088,181167,80,
1089,181376,92,
1090,181376,91,
1091,181376,91,
1092,180939,97,
1093,181539,92,
1094,182987,98,
1095,182354,98,
1096,182477,92,
1097,182119,91,
1098,182146,100,
1099,182226,92,
1100,182226,96,
1101,182792,93,
1102,183594,92,
1103,183672,100,
1104,183352,96,
1105,183665,95,
1106,183678,90,
1107,184110,83,
1108,184110,87,
1109,183463,100,
1110,184833,80,
1111,184883,90,
1112,185212,93,
1113,184816,100,
1114,184493,92,
1115,185569,92,
1116,185745,92,
1117,185745,94,
1118,186084,84,
1119,185753,90,
1120,185978,96,
1121,186452,97,
1122,187345,84,
1123,187345,83,
1124,188896,93,
1125,188896,92,
1126,188806,92,
1127,190416,92,
1128,190171,100,
1129,190355,92,
1130,190409,95,
1131,190409,100,
1132,190409,95,
1133,190297,89,
1134,190297,85,
1135,190143,81,
1136,191475,93,
1137,191324,99,
1138,191173,91,
1139,190789,100,
1140,191173,83,
1141,191324,94,
1142,190934,95,
1143,191173,90,
1144,190803,100,
1145,191800,90,
1146,191324,99,
1147,191324,100,
1148,192533,88,
1149,192349,100,
1150,192154,96,
1151,192154,98,
1152,192154,94,
1153,192154,96,
1154,192852,92,
1155,192852,92,
1156,192149,92,
1157,192154,93,
1158,193360,95,
1159,193722,97,
1160,193637,94,
1161,193488,100,
1162,194489,100,
1163,194457,95,
1164,194917,88,
1165,195168,92,
1166,194918,94,
1167,195137,85,
1168,194685,90,
1169,195137,89,
1170,195137,94,
1171,195265,85,
1172,195265,89,
1173,195265,74,
1174,194719,90,
1175,194739,96,
1176,194994,92,
1177,194994,97,
1178,195137,97,
1179,195783,98,
1180,196764,89,
1181,196764,87,
1182,196764,92,
1183,196764,97,
1184,196764,88,
1185,195932,100,
1186,196298,93,
1187,197156,90,
1188,197755,86,
1189,198387,89,
1190,198563,100,
1191,198193,100,
1192,198425,95,
1193,198563,100,
1194,198563,100,
1195,199392,92,
1196,199602,100,
1197,200060,90,
1198,199991,97,
1199,199991,92,
1200,199964,80,
1201,199991,93,
1202,200060,100,
1203,200501,90,
1204,200454,94,
1205,201675,92,
1206,201213,92,
1207,201660,89,
1208,201297,97,
1209,201390,100,
1210,202397,90,
1211,202211,92,
1212,203445,98,
1213,202616,86,
1214,202616,87,
1215,202616,91,
1216,203140,85,
1217,202977,94,
1218,203103,93,
1219,203595,95,
1220,204472,80,
1221,204734,94,
1222,203781,100,
1223,204728,92,
1224,204278,100,
1225,204539,87,
1226,204539,84,
1227,204539,80,
1228,204539,97,
1229,204539,92,
1230,204419,100,
1231,204364,78,
1232,204364,100,
1233,205285,93,
1234,205349,92,
1235,205072,92,
1236,206618,96,
1237,206769,93,
1238,206261,92,
1239,205988,83,
1240,206769,94,
1241,207526,100,
1242,207526,91,
1243,207124,94,
1244,207774,92,
1245,207124,100,
1246,208565,100,
1247,209750,92,
1248,209460,87,
1249,209460,92,
1250,209460,91,
1251,208982,98,
1252,209647,93,
1253,209460,95,
1254,208983,92,
1255,209256,92,
1256,209256,92,
1257,210005,92,
1258,210294,98,
1259,210602,92,
1260,210746,95,
1261,210746,91,
1262,210746,95,
1263,211877,100,
1264,212728,92,
1265,212722,92,
1266,213021,92,
1267,212738,91,
1268,212722,97,
1269,213020,83,
1270,214148,92,
1271,213645,91,
1272,214287,90,
1273,213266,76,
1274,214871,94,
1275,214871,100,
1276,214794,90,
1277,214664,100,
1278,214794,95,
1279,215817,78,
1280,215570,92,
1281,215764,92,
1282,216338,98,
1283,216517,94,
1284,216191,80,
1285,216191,91,
1286,216191,100,
1287,216588,80,
1288,216191,92,
1289,216191,95,
1290,216191,97,
1291,217434,98,
1292,217472,84,
1293,218654,92,
1294,218425,92,
1295,220538,100,
1296,220427,89,
1297,220190,95,
1298,220001,94,
1299,220001,90,
1300,219851,92,
1301,219851,100,
1302,219851,100,
1303,221252,87,
1304,221378,92,
1305,221873,94,
1306,221443,92,
1307,221443,100,
1308,221443,90,
1309,221919,100,
1310,221373,92,
1311,223456,96,
1312,223999,86,
1313,223724,93,
1314,223802,99,
1315,224817,94,
1316,225878,92,
1317,226436,93,
1318,226077,100,
1319,226697,86,
1320,226489,100,
1321,227369,90,
1322,226697,94,
1323,226489,100,
1324,228007,87,
1325,228858,100,
1326,227957,92,
1327,228067,75,
1328,228067,83,
1329,228012,88,
1330,228256,92,
1331,228197,80,
1332,228252,100,
1333,229740,98,
1334,230574,90,
1335,230856,100,
1336,230086,93,
1337,230086,97,
1338,231428,92,
1339,232410,92,
1340,232032,85,
1341,232651,96,
1342,231950,95,
1343,231950,95,
1344,231950,100,
1345,231950,97,
1346,231950,92,
1347,231950,92,
1348,232066,97,
1349,232066,99,
1350,233054,98,
1351,233802,88,
1352,234918,96,
1353,234102,100,
1354,235622,100,
1355,235442,100,
1356,235629,92,
1357,235497,98,
1358,235409,91,
1359,235442,100,
1360,236537,100,
1361,236655,86,
1362,236846,95,
1363,236659,100,
1364,237329,98,
1365,237477,97,
1366,237329,89,
1367,238113,87,
1368,238354,80,
1369,238569,92,
1370,239772,92,
1371,239208,94,
1372,239699,98,
1373,240514,100,
1374,240427,93,
1375,240427,91,
1376,240665,92,
1377,240360,60,
1378,240834,90,
1379,240471,95,
1380,240740,100,
1381,240834,98,
1382,240834,95,
1383,241170,96,
1384,241559,91,
1385,241559,93,
1386,241678,94,
1387,241593,90,
1388,241593,92,
1389,242506,85,
1390,242685,100,
1391,242264,92,
1392,242506,83,
1393,242506,92,
1394,242506,92,
1395,243356,78,
1396,243054,92,
1397,243054,77,
1398,243054,80,
1399,244444,98,
1400,244497,94,
1401,244803,96,
1402,246164,93,
1403,245589,96,
1404,246623,80,
1405,246621,95,
1406,247646,92,
1407,248490,92,
1408,248865,95,
1409,248865,90,
1410,248865,100,
1411,248865,95,
1412,249981,97,
1413,249182,95,
1414,249557,91,
1415,250453,92,
1416,250495,91,
1417,250209,91,
1418,250209,92,
1419,250355,90,
1420,250633,100,
1421,250580,98,
1422,251176,85,
1423,251176,85,
1424,251152,94,
1425,252361,94,
1426,252361,91,
1427,252361,96,
1428,251815,92,
1429,252121,100,
1430,252365,85,
1431,251555,93,
1432,251555,92,
1433,253214,95,
1434,253245,92,
1435,252862,92,
1436,252862,92,
1437,253533,92,
1438,254226,96,
1439,253979,85,
1440,254105,92,
1441,254822,90,
1442,254828,100,
1443,254846,92,
1444,254847,100,
1445,254846,83,
1446,254846,100,
1447,254913,93,
1448,254913,95,
1449,254913,92,
1450,254913,92,
1451,254860,100,
1452,254438,80,
1453,255748,92,
1454,255748,89,
1455,255597,92,
1456,255358,100,
1457,256161,93,
1458,256161,96,
1459,255603,92,
1460,256161,93,
1461,256161,100,
1462,255748,100,
1463,255748,94,
1464,255748,95,
1465,255748,92,
1466,256161,92,
1467,256161,97,
1468,256161,85,
1469,256161,95,
1470,256161,88,
1471,256161,95,
1472,255583,90,
1473,256441,92,
1474,256239,92,
1475,257306,88,
1476,257315,93,
1477,257479,100,
1478,257541,98,
1479,257070,92,
1480,257306,94,
1481,257676,92,
1482,257885,79,
1483,257885,84,
1484,257897,85,
1485,257897,75,
1486,258054,100,
1487,257897,65,
1488,257676,92,
1489,257676,100,
1490,257676,90,
1491,258164,96,
1492,258888,92,
1493,258409,100,
1494,260193,100,
1495,259826,92,
1496,260265,88,
1497,260265,85,
1498,260265,94,
1499,260709,99,
1500,261202,96,
1501,260958,82,
1502,262095,92,
1503,261530,97,
1504,262336,100,
1505,262760,92,
1506,263614,100,
1507,263500,83,
1508,263500,68,
1509,263414,94,
1510,263510,95,
1511,263510,87,
1512,263882,100,
1513,264040,80,
1514,264411,92,
1515,264040,81,
1516,264514,94,
1517,264514,93,
1518,264514,96,
1519,264514,96,
1520,264514,96,
1521,264466,90,
1522,264100,98,
1523,265152,90,
1524,264985,80,
1525,264659,100,
1526,265109,93,
1527,264928,93,
1528,265152,100,
1529,265278,99,
1530,265525,91,
1531,266310,94,
1532,265866,100,
1533,266210,94,
1534,266878,99,
1535,266536,92,
1536,266909,92,
1537,267593,96,
1538,267955,94,
1539,268510,92,
1540,268419,92,
1541,268510,92,
1542,269249,93,
1543,269286,93,
1544,270064,94,
1545,269606,93,
1546,269710,98,
1547,270963,100,
1548,271408,80,
1549,272430,92,
1550,272189,86,
1551,272730,98,
1552,272848,98,
1553,272377,90,
1554,272784,96,
1555,273620,100,
1556,273174,98,
1557,273989,92,
1558,274048,100,
1559,274333,80,
1560,274557,93,
1561,274544,95,
1562,275411,100,
1563,275217,95,
1564,275459,92,
1565,275578,99,
1566,275582,90,
1567,275411,92,
1568,275582,94,
1569,275942,100,
1570,275899,93,
1571,276291,97,
1572,276291,100,
1573,276207,90,
1574,277053,96,
1575,277156,93,
1576,277125,92,
1577,276823,92,
1578,277577,100,
1579,277595,80,
1580,277595,85,
1581,277595,91,
1582,277639,92,
1583,277394,95,
1584,277787,92,
1585,277379,91,
1586,277379,91,
1587,278545,92,
1588,278576,93,
1589,278815,100,
1590,278807,98,
1591,278506,95,
1592,278179,92,
1593,279078,95,
1594,278866,94,
1595,278866,85,
1596,279129,95,
1597,279845,95,
1598,279829,92,
1599,279797,90,
1600,280830,91,
1601,280830,96,
1602,280698,89,
1603,280781,92,
1604,280781,97,
1605,281764,84,
1606,281646,92,
1607,281828,90,
1608,281138,93,
1609,281229,95,
1610,281504,100,
1611,281343,96,
1612,281343,83,
1613,282476,100,
1614,282614,88,
1615,282614,91,
1616,282668,96,
1617,282315,93,
1618,282570,92,
1619,282025,96,
1620,282614,86,
1621,282614,86,
1622,282025,98,
1623,282076,100,
1624,282491,93,
1625,283215,95,
1626,283092,87,
1627,283395,100,
1628,282927,87,
1629,283632,90,
1630,283604,100,
1631,283395,86,
1632,283395,90,
1633,283395,82,
1634,283395,90,
1635,284570,100,
1636,285597,90,
1637,287122,87,
1638,287122,94,
1639,287122,93,
1640,286619,93,
1641,287096,88,
1642,288153,92,
1643,287658,92,
1644,287733,97,
1645,288161,93,
1646,287658,87,
1647,287897,90,
1648,287773,97,
1649,287388,100,
1650,288711,91,
1651,289083,85,
1652,289135,94,
1653,288388,92,
1654,288874,100,
1655,288972,81,
1656,288905,100,
1657,288314,89,
1658,289271,97,
1659,290055,92,
1660,290104,83,
