,Host_Id,Neighbourhood,Property_Type,Room_Type,Zipcode,
1,500,Manhattan,Apartment,Entire home/apt,10024,
2,500,Manhattan,Apartment,Private room,10036,
3,1039,Brooklyn,Apartment,Entire home/apt,11222,
4,1783,Manhattan,Apartment,Entire home/apt,10004,
5,2078,Brooklyn,Apartment,Private room,11201,
6,2339,Manhattan,Apartment,Entire home/apt,10009,
7,2339,Manhattan,Apartment,Entire home/apt,10009,
8,2571,Brooklyn,Apartment,Entire home/apt,11221,
9,2758,Manhattan,Apartment,Private room,10026,
10,2758,Manhattan,Apartment,Private room,10026,
11,2787,Brooklyn,House,Private room,11223,
12,2845,Manhattan,Apartment,Entire home/apt,10018,
13,2881,Brooklyn,Apartment,Private room,11216,
14,2965,Manhattan,Apartment,Private room,10025,
15,3211,Queens,Apartment,Private room,11106,
16,3227,Manhattan,Apartment,Entire home/apt,10001,
17,3226,Manhattan,Apartment,Entire home/apt,10013,
18,3226,Manhattan,Apartment,Private room,10013,
19,3226,Manhattan,Apartment,Private room,10013,
20,3415,Queens,House,Private room,11365,
21,3563,Brooklyn,Apartment,Private room,11220,
22,3647,Queens,Apartment,Entire home/apt,11373,
23,3647,Queens,Apartment,Entire home/apt,11373,
24,3647,Queens,Apartment,Entire home/apt,11373,
25,3867,Manhattan,Apartment,Entire home/apt,10002,
26,3867,Manhattan,Apartment,Entire home/apt,10038,
27,3867,Manhattan,Apartment,Private room,10038,
28,3867,Manhattan,Apartment,Shared room,10038,
29,3867,Manhattan,Apartment,Shared room,10038,
30,4177,Brooklyn,Apartment,Private room,11206,
31,4267,Manhattan,Apartment,Entire home/apt,10024,
32,4267,Manhattan,Apartment,Private room,10024,
33,4396,Manhattan,Apartment,Private room,10009,
34,4488,Manhattan,Apartment,Entire home/apt,10027,
35,4732,Brooklyn,Apartment,Entire home/apt,11217,
36,4869,Brooklyn,Other,Private room,11238,
37,5871,Brooklyn,Apartment,Entire home/apt,11213,
38,5871,Brooklyn,Apartment,Entire home/apt,11213,
39,5926,Manhattan,Apartment,Entire home/apt,10026,
40,5926,Manhattan,Apartment,Entire home/apt,10027,
41,5926,Manhattan,Apartment,Entire home/apt,10030,
42,5940,Queens,Apartment,Entire home/apt,11368,
43,5926,Manhattan,Apartment,Private room,10027,
44,5926,Manhattan,Apartment,Private room,10027,
45,5926,Manhattan,Apartment,Private room,10027,
46,5926,Manhattan,Apartment,Private room,10031,
47,5926,Manhattan,Apartment,Private room,10031,
48,5926,Manhattan,Bed & Breakfast,Private room,10031,
49,6041,Queens,Apartment,Private room,11105,
50,7118,Manhattan,Apartment,Entire home/apt,10036,
51,7222,Manhattan,Apartment,Entire home/apt,10003,
52,7209,Manhattan,Apartment,Entire home/apt,10016,
53,7230,Manhattan,Apartment,Entire home/apt,10128,
54,7323,Brooklyn,Apartment,Entire home/apt,11238,
55,7299,Manhattan,Apartment,Entire home/apt,10005,
56,7322,Manhattan,Apartment,Entire home/apt,10016,
57,7351,Brooklyn,Loft,Private room,11215,
58,7351,Brooklyn,Loft,Private room,11215,
59,7351,Brooklyn,Loft,Private room,11215,
60,7338,Manhattan,Apartment,Private room,10009,
61,7386,Manhattan,Apartment,Entire home/apt,10016,
62,7356,Brooklyn,Apartment,Private room,11216,
63,7356,Brooklyn,Apartment,Private room,11216,
64,7414,Brooklyn,Apartment,Entire home/apt,11217,
65,7414,Brooklyn,Apartment,Entire home/apt,11217,
66,7414,Brooklyn,Apartment,Entire home/apt,11217,
67,7498,Manhattan,Apartment,Entire home/apt,10002,
68,7510,Manhattan,Apartment,Entire home/apt,10010,
69,7510,Manhattan,Apartment,Entire home/apt,10010,
70,7510,Manhattan,Apartment,Entire home/apt,10010,
71,7510,Manhattan,Apartment,Entire home/apt,10010,
72,7510,Manhattan,Apartment,Entire home/apt,10011,
73,7549,Manhattan,Apartment,Entire home/apt,10002,
74,7549,Manhattan,Apartment,Entire home/apt,10002,
75,7549,Manhattan,Apartment,Private room,10002,
76,7549,Manhattan,Apartment,Shared room,10002,
77,7549,Manhattan,Apartment,Shared room,10002,
78,7611,Brooklyn,Apartment,Entire home/apt,11211,
79,7626,Manhattan,Apartment,Entire home/apt,10002,
80,7612,Manhattan,Apartment,Entire home/apt,10023,
81,7702,Manhattan,Apartment,Entire home/apt,10025,
82,7740,Manhattan,Apartment,Entire home/apt,10024,
83,7949,Brooklyn,Apartment,Private room,11238,
84,7999,Brooklyn,Apartment,Entire home/apt,11222,
85,7987,Manhattan,Apartment,Entire home/apt,10025,
86,7989,Manhattan,Apartment,Private room,10036,
87,8057,Manhattan,Apartment,Entire home/apt,10002,
88,8057,Manhattan,Apartment,Entire home/apt,10003,
89,8057,Manhattan,Apartment,Entire home/apt,10014,
90,8057,Manhattan,Loft,Entire home/apt,10009,
91,8178,Brooklyn,Apartment,Entire home/apt,11215,
92,8178,Brooklyn,Apartment,Entire home/apt,11215,
93,8198,Brooklyn,Apartment,Entire home/apt,11217,
94,8380,Manhattan,Apartment,Entire home/apt,10014,
95,8440,Brooklyn,Apartment,Entire home/apt,11218,
96,8440,Brooklyn,Apartment,Entire home/apt,11218,
97,8425,Manhattan,Apartment,Entire home/apt,10014,
98,8605,Manhattan,Apartment,Entire home/apt,10035,
99,8730,Manhattan,Condominium,Entire home/apt,10003,
100,8703,Manhattan,Apartment,Shared room,10027,
101,8967,Manhattan,Apartment,Private room,10019,
102,9744,Brooklyn,Apartment,Entire home/apt,11215,
103,9744,Brooklyn,House,Private room,11215,
104,9744,Brooklyn,House,Private room,11215,
105,10176,Brooklyn,Apartment,Entire home/apt,11211,
106,10151,Queens,Apartment,Entire home/apt,11358,
107,10889,Brooklyn,Apartment,Entire home/apt,11249,
108,10889,Brooklyn,Apartment,Entire home/apt,11249,
109,10889,Brooklyn,House,Entire home/apt,11211,
110,11037,Brooklyn,Apartment,Entire home/apt,11217,
111,11358,Brooklyn,Apartment,Entire home/apt,11213,
112,11358,Brooklyn,Apartment,Private room,11237,
113,11481,Brooklyn,Apartment,Entire home/apt,11215,
114,11481,Brooklyn,Apartment,Entire home/apt,11220,
115,11481,Brooklyn,Apartment,Entire home/apt,11220,
116,11481,Brooklyn,Apartment,Entire home/apt,11231,
117,11481,Brooklyn,Apartment,Entire home/apt,11231,
118,11810,Queens,Apartment,Private room,11372,
119,12169,Brooklyn,Apartment,Private room,11211,
120,12169,Brooklyn,Apartment,Private room,11211,
121,12221,Bronx,Apartment,Private room,10451,
122,12221,Bronx,Apartment,Private room,10451,
123,12220,Manhattan,Apartment,Private room,10025,
124,12220,Manhattan,Apartment,Private room,10025,
125,12712,Brooklyn,Apartment,Entire home/apt,11205,
126,12712,Manhattan,Apartment,Entire home/apt,10002,
127,12712,Manhattan,Apartment,Entire home/apt,10009,
128,12869,Manhattan,Apartment,Entire home/apt,10009,
129,13070,Manhattan,Bed & Breakfast,Entire home/apt,10128,
130,13424,Manhattan,Apartment,Entire home/apt,10019,
131,13908,Manhattan,Apartment,Entire home/apt,10025,
132,14063,Brooklyn,Apartment,Entire home/apt,11201,
133,14204,Brooklyn,Apartment,Entire home/apt,11231,
134,14204,Brooklyn,Apartment,Private room,11231,
135,15192,Brooklyn,Apartment,Entire home/apt,11216,
136,15154,Manhattan,Apartment,Entire home/apt,10023,
137,15167,Manhattan,Apartment,Entire home/apt,10031,
138,15261,Brooklyn,Apartment,Private room,11205,
139,15523,Staten Island,House,Private room,10304,
140,15742,Manhattan,Apartment,Entire home/apt,10031,
141,15964,Brooklyn,Apartment,Entire home/apt,11215,
142,16851,Brooklyn,Apartment,Entire home/apt,11211,
143,16800,Manhattan,Apartment,Private room,10029,
144,16800,Manhattan,Apartment,Private room,10029,
145,16883,Manhattan,Loft,Entire home/apt,10024,
146,17296,Manhattan,Apartment,Entire home/apt,10016,
147,17571,Brooklyn,House,Entire home/apt,11205,
148,17571,Brooklyn,House,Private room,11205,
149,17655,Manhattan,Apartment,Entire home/apt,10002,
150,17930,Brooklyn,Apartment,Entire home/apt,11218,
151,17798,Manhattan,Apartment,Entire home/apt,10009,
152,17985,Manhattan,Apartment,Entire home/apt,10002,
153,18118,Manhattan,Apartment,Private room,10031,
154,18229,Brooklyn,Loft,Entire home/apt,11215,
155,18174,Manhattan,Apartment,Entire home/apt,10003,
156,18374,Manhattan,Apartment,Entire home/apt,10003,
157,18611,Manhattan,Apartment,Entire home/apt,10003,
158,18642,Manhattan,Apartment,Private room,10031,
159,18729,Brooklyn,Condominium,Entire home/apt,11215,
160,19031,Manhattan,Apartment,Entire home/apt,10012,
161,19852,Manhattan,Apartment,Entire home/apt,10035,
162,19969,Manhattan,Apartment,Entire home/apt,10013,
163,20149,Brooklyn,Apartment,Private room,11206,
164,20805,Brooklyn,Apartment,Private room,11225,
165,21286,Manhattan,Apartment,Entire home/apt,10024,
166,21306,Brooklyn,Apartment,Private room,11222,
167,21475,Manhattan,Apartment,Private room,10002,
168,21823,Brooklyn,Apartment,Entire home/apt,11221,
169,21904,Manhattan,Apartment,Entire home/apt,10003,
170,22220,Manhattan,Apartment,Entire home/apt,10028,
171,22486,Brooklyn,Loft,Entire home/apt,11211,
172,22486,Brooklyn,Apartment,Private room,11225,
173,22486,Brooklyn,House,Private room,11217,
174,22486,Brooklyn,House,Private room,11217,
175,22486,Brooklyn,House,Private room,11217,
176,22486,Brooklyn,House,Private room,11217,
177,22486,Brooklyn,House,Private room,11217,
178,23048,Brooklyn,Apartment,Entire home/apt,11215,
179,23276,Brooklyn,Apartment,Entire home/apt,11215,
180,23193,Brooklyn,House,Private room,11221,
181,23435,Manhattan,Apartment,Entire home/apt,10281,
182,23577,Brooklyn,Loft,Entire home/apt,11249,
183,23727,Brooklyn,Apartment,Entire home/apt,11238,
184,23633,Brooklyn,Loft,Private room,11206,
185,23856,Brooklyn,Apartment,Entire home/apt,11222,
186,23843,Manhattan,Apartment,Entire home/apt,10002,
187,24000,Manhattan,Apartment,Private room,10009,
188,24222,Manhattan,Apartment,Entire home/apt,10009,
189,24901,Brooklyn,Apartment,Entire home/apt,11233,
190,25183,Brooklyn,Apartment,Entire home/apt,11216,
191,25183,Brooklyn,Apartment,Entire home/apt,11216,
192,25100,Manhattan,Apartment,Private room,10025,
193,25533,Manhattan,Apartment,Private room,10003,
194,25533,Manhattan,Apartment,Private room,10003,
195,25533,Manhattan,Apartment,Private room,10003,
196,25551,Brooklyn,Apartment,Entire home/apt,11211,
197,25632,Brooklyn,Apartment,Entire home/apt,11222,
198,26210,Manhattan,Apartment,Private room,10039,
199,26333,Manhattan,Apartment,Entire home/apt,10018,
200,26640,Manhattan,Apartment,Entire home/apt,10024,
201,26640,Manhattan,Apartment,Entire home/apt,10024,
202,26640,Manhattan,Apartment,Entire home/apt,10024,
203,27104,Manhattan,Apartment,Private room,10030,
204,27580,Brooklyn,Apartment,Entire home/apt,11211,
205,27969,Manhattan,Apartment,Private room,10033,
206,27848,Queens,House,Private room,11434,
207,27848,Queens,House,Private room,11434,
208,27848,Queens,House,Private room,11434,
209,27848,Queens,House,Private room,11434,
210,27848,Queens,House,Private room,11434,
211,27848,Queens,House,Private room,11434,
212,27848,Queens,House,Private room,11434,
213,28267,Brooklyn,Apartment,Entire home/apt,11249,
214,28217,Brooklyn,Apartment,Private room,11222,
215,28738,Manhattan,Apartment,Entire home/apt,10280,
216,28702,Manhattan,Loft,Private room,10018,
217,29096,Manhattan,Apartment,Entire home/apt,10009,
218,29642,Manhattan,Apartment,Entire home/apt,10002,
219,29642,Manhattan,Apartment,Private room,10002,
220,29805,Brooklyn,Apartment,Entire home/apt,11215,
221,29762,Brooklyn,Apartment,Private room,11233,
222,29762,Brooklyn,Apartment,Private room,11233,
223,29762,Brooklyn,Apartment,Private room,11233,
224,29762,Brooklyn,Apartment,Private room,11233,
225,29762,Brooklyn,Apartment,Private room,11233,
226,29762,Brooklyn,Apartment,Private room,11233,
227,29762,Brooklyn,Apartment,Private room,11233,
228,30193,Manhattan,Apartment,Entire home/apt,10019,
229,30529,Brooklyn,Apartment,Private room,11238,
230,30811,Manhattan,Apartment,Entire home/apt,10025,
231,32045,Manhattan,Apartment,Private room,10027,
232,32105,Manhattan,Apartment,Entire home/apt,10003,
233,32169,Brooklyn,Apartment,Private room,11222,
234,32169,Brooklyn,Apartment,Private room,11222,
235,32169,Brooklyn,Apartment,Private room,11222,
236,32330,Manhattan,Apartment,Entire home/apt,10009,
237,32330,Manhattan,Apartment,Entire home/apt,10009,
238,32330,Manhattan,Apartment,Entire home/apt,10009,
239,32330,Manhattan,Apartment,Entire home/apt,10009,
240,32330,Manhattan,Apartment,Entire home/apt,10009,
241,32294,Manhattan,Apartment,Private room,10031,
242,32294,Manhattan,Apartment,Private room,10031,
243,32704,Manhattan,Loft,Private room,10019,
244,32704,Manhattan,Loft,Private room,10019,
245,32800,Brooklyn,Apartment,Entire home/apt,11216,
246,32774,Brooklyn,Apartment,Entire home/apt,11221,
247,33405,Brooklyn,Apartment,Entire home/apt,11222,
248,33279,Manhattan,Apartment,Entire home/apt,10002,
249,33279,Manhattan,Apartment,Entire home/apt,10009,
250,33279,Manhattan,Apartment,Entire home/apt,10009,
251,33279,Manhattan,Apartment,Entire home/apt,10009,
252,33279,Manhattan,Apartment,Entire home/apt,10009,
253,33279,Manhattan,Apartment,Entire home/apt,10009,
254,33279,Manhattan,Apartment,Entire home/apt,10009,
255,33279,Manhattan,Apartment,Entire home/apt,10009,
256,33279,Brooklyn,Apartment,Private room,11205,
257,34128,Brooklyn,Apartment,Entire home/apt,11211,
258,35017,Manhattan,Apartment,Entire home/apt,10003,
259,34915,Manhattan,Apartment,Entire home/apt,10075,
260,35271,Manhattan,Apartment,Entire home/apt,10021,
261,35271,Manhattan,Apartment,Entire home/apt,10029,
262,35271,Manhattan,Apartment,Entire home/apt,10029,
263,35271,Manhattan,Apartment,Entire home/apt,10065,
264,35271,Manhattan,Apartment,Private room,10036,
265,35377,Manhattan,Apartment,Private room,10027,
266,35935,Brooklyn,Apartment,Entire home/apt,11238,
267,36017,Brooklyn,Apartment,Entire home/apt,11238,
268,35845,Brooklyn,House,Private room,11210,
269,35935,Brooklyn,House,Private room,11238,
270,35935,Brooklyn,House,Private room,11238,
271,35935,Brooklyn,House,Private room,11238,
272,36841,Brooklyn,Apartment,Entire home/apt,11233,
273,36897,Manhattan,Apartment,Entire home/apt,10002,
274,37286,Brooklyn,Apartment,Entire home/apt,11206,
275,37286,Brooklyn,Apartment,Private room,11206,
276,37809,Brooklyn,Apartment,Entire home/apt,11231,
277,38265,Brooklyn,Apartment,Entire home/apt,11211,
278,38434,Brooklyn,Apartment,Entire home/apt,11225,
279,38513,Brooklyn,Apartment,Entire home/apt,11226,
280,38648,Manhattan,Apartment,Entire home/apt,10011,
281,38694,Brooklyn,Apartment,Private room,11211,
282,38649,Manhattan,Apartment,Private room,10012,
283,38736,Manhattan,Apartment,Private room,10018,
284,39260,Manhattan,Apartment,Entire home/apt,10029,
285,39636,Brooklyn,House,Private room,11238,
286,39866,Manhattan,Apartment,Entire home/apt,10028,
287,39827,Manhattan,Apartment,Private room,10026,
288,40275,Brooklyn,Apartment,Entire home/apt,11205,
289,40100,Manhattan,Apartment,Private room,10019,
290,41091,Brooklyn,Apartment,Entire home/apt,11222,
291,40893,Brooklyn,Apartment,Private room,11215,
292,41091,Brooklyn,Apartment,Private room,11222,
293,41249,Brooklyn,Apartment,Entire home/apt,11237,
294,41358,Brooklyn,Apartment,Entire home/apt,11205,
295,41437,Brooklyn,Loft,Entire home/apt,11205,
296,42273,Brooklyn,Apartment,Entire home/apt,11215,
297,42032,Manhattan,Apartment,Entire home/apt,10025,
298,42756,Brooklyn,Apartment,Entire home/apt,11211,
299,42756,Brooklyn,Apartment,Entire home/apt,11211,
300,42756,Brooklyn,House,Entire home/apt,11211,
301,43321,Brooklyn,Apartment,Entire home/apt,11211,
302,43671,Brooklyn,Apartment,Entire home/apt,11201,
303,43772,Brooklyn,Condominium,Entire home/apt,11222,
304,44136,Brooklyn,Apartment,Entire home/apt,11215,
305,44145,Brooklyn,Apartment,Entire home/apt,11237,
306,44029,Brooklyn,Apartment,Private room,11222,
307,44263,Manhattan,Apartment,Private room,10002,
308,45016,Brooklyn,Apartment,Entire home/apt,11216,
309,45098,Brooklyn,Apartment,Entire home/apt,11238,
310,45120,Manhattan,Apartment,Entire home/apt,10003,
311,45445,Brooklyn,House,Private room,11226,
312,45324,Queens,House,Private room,11434,
313,45324,Queens,House,Private room,11434,
314,45324,Queens,House,Private room,11434,
315,45324,Queens,House,Private room,11434,
316,45324,Queens,House,Private room,11434,
317,45609,Brooklyn,Apartment,Entire home/apt,11222,
318,45587,Manhattan,Apartment,Entire home/apt,10011,
319,45682,Manhattan,Apartment,Entire home/apt,10023,
320,45775,Brooklyn,Apartment,Private room,11238,
321,46529,Brooklyn,Apartment,Private room,11238,
322,46650,Brooklyn,Loft,Entire home/apt,11249,
323,46650,Manhattan,Apartment,Entire home/apt,10014,
324,46969,Staten Island,House,Entire home/apt,10304,
325,46978,Manhattan,Apartment,Private room,10009,
326,46978,Manhattan,Apartment,Private room,10009,
327,46978,Manhattan,Apartment,Private room,10018,
328,47691,Manhattan,Apartment,Entire home/apt,10013,
329,47618,Brooklyn,Apartment,Private room,11205,
330,47737,Manhattan,Apartment,Private room,10029,
331,48143,Manhattan,Apartment,Entire home/apt,10005,
332,48143,Manhattan,Apartment,Entire home/apt,10005,
333,48143,Manhattan,Apartment,Entire home/apt,10016,
334,48143,Manhattan,Apartment,Entire home/apt,10016,
335,48165,Manhattan,Apartment,Private room,10038,
336,48247,Brooklyn,Apartment,Entire home/apt,11216,
337,48599,Manhattan,Apartment,Entire home/apt,10011,
338,48599,Manhattan,Apartment,Shared room,10011,
339,48957,Brooklyn,Apartment,Entire home/apt,11215,
340,49236,Manhattan,Apartment,Entire home/apt,10075,
341,49236,Manhattan,Apartment,Entire home/apt,10075,
342,49366,Brooklyn,House,Entire home/apt,11238,
343,49623,Manhattan,Apartment,Private room,10002,
344,49875,Queens,House,Entire home/apt,11374,
345,50148,Brooklyn,Apartment,Entire home/apt,11238,
346,50148,Brooklyn,Apartment,Entire home/apt,11238,
347,50335,Manhattan,Apartment,Entire home/apt,10003,
348,50124,Queens,Townhouse,Private room,11101,
349,50912,Brooklyn,Apartment,Private room,11238,
350,51038,Brooklyn,Apartment,Entire home/apt,11238,
351,51038,Brooklyn,House,Private room,11238,
352,51038,Brooklyn,House,Private room,11238,
353,51038,Brooklyn,House,Private room,11238,
354,51038,Brooklyn,House,Private room,11238,
355,51618,Manhattan,Apartment,Private room,10018,
356,52034,Brooklyn,Apartment,Entire home/apt,11211,
357,52007,Queens,Apartment,Private room,11377,
358,52233,Brooklyn,Apartment,Entire home/apt,11211,
359,52263,Manhattan,Apartment,Entire home/apt,10001,
360,52335,Brooklyn,Apartment,Private room,11205,
361,52751,Manhattan,Apartment,Entire home/apt,10014,
362,52788,Manhattan,Apartment,Entire home/apt,10029,
363,53024,Brooklyn,House,Entire home/apt,11225,
364,53132,Brooklyn,Loft,Entire home/apt,11205,
365,53179,Brooklyn,Condominium,Private room,11218,
366,54090,Manhattan,Apartment,Entire home/apt,10003,
367,53867,Manhattan,Apartment,Private room,10027,
368,54255,Brooklyn,Apartment,Entire home/apt,11233,
369,54255,Brooklyn,House,Entire home/apt,11233,
370,54253,Manhattan,Apartment,Entire home/apt,10027,
371,54253,Manhattan,Townhouse,Entire home/apt,10027,
372,54275,Brooklyn,House,Private room,11216,
373,54275,Brooklyn,House,Private room,11216,
374,54275,Brooklyn,House,Private room,11216,
375,54255,Brooklyn,Townhouse,Private room,11233,
376,54622,Brooklyn,Apartment,Private room,11211,
377,54622,Brooklyn,Apartment,Private room,11211,
378,54712,Brooklyn,Apartment,Entire home/apt,11222,
379,54712,Brooklyn,Apartment,Entire home/apt,11222,
380,54833,Manhattan,Apartment,Entire home/apt,10011,
381,55176,Brooklyn,Apartment,Entire home/apt,11207,
382,55298,Manhattan,Apartment,Entire home/apt,10011,
383,55298,Manhattan,Apartment,Entire home/apt,10011,
384,55298,Manhattan,Apartment,Entire home/apt,10011,
385,55298,Manhattan,Apartment,Entire home/apt,10019,
386,55298,Manhattan,Apartment,Entire home/apt,10024,
387,55298,Manhattan,Apartment,Entire home/apt,10024,
388,55021,Manhattan,Apartment,Private room,10002,
389,55021,Manhattan,Apartment,Private room,10002,
390,55021,Manhattan,Apartment,Private room,10002,
391,55289,Manhattan,Apartment,Private room,10036,
392,55458,Brooklyn,Apartment,Entire home/apt,11249,
393,55469,Brooklyn,House,Entire home/apt,11230,
394,55469,Brooklyn,House,Private room,11230,
395,55469,Brooklyn,House,Private room,11230,
396,55469,Brooklyn,House,Private room,11230,
397,55421,Manhattan,Apartment,Private room,10033,
398,55775,Brooklyn,Apartment,Entire home/apt,11201,
399,56104,Brooklyn,Apartment,Entire home/apt,11206,
400,56246,Brooklyn,Apartment,Entire home/apt,11222,
401,56284,Manhattan,Apartment,Entire home/apt,10010,
402,56326,Manhattan,Apartment,Entire home/apt,10027,
403,56512,Brooklyn,Apartment,Entire home/apt,11211,
404,56663,Manhattan,Apartment,Entire home/apt,10001,
405,56471,Manhattan,Apartment,Entire home/apt,10009,
406,56653,Manhattan,Apartment,Private room,10027,
407,56990,Brooklyn,Apartment,Entire home/apt,11225,
408,56944,Manhattan,Apartment,Entire home/apt,10010,
409,56944,Manhattan,Apartment,Entire home/apt,10010,
410,56944,Manhattan,Apartment,Private room,10010,
411,56944,Manhattan,Apartment,Private room,10010,
412,57101,Queens,Apartment,Entire home/apt,11693,
413,57101,Queens,House,Entire home/apt,11693,
414,57406,Brooklyn,Apartment,Entire home/apt,11206,
415,57574,Brooklyn,Apartment,Entire home/apt,11211,
416,57877,Manhattan,Apartment,Entire home/apt,10011,
417,57877,Manhattan,Apartment,Entire home/apt,10011,
418,57877,Manhattan,Apartment,Entire home/apt,10018,
419,57877,Manhattan,Apartment,Entire home/apt,10019,
420,58546,Manhattan,Apartment,Entire home/apt,10025,
421,58745,Brooklyn,Apartment,Entire home/apt,11221,
422,58702,Manhattan,Apartment,Entire home/apt,10019,
423,59185,Manhattan,Apartment,Entire home/apt,10065,
424,59254,Manhattan,Apartment,Entire home/apt,10075,
425,59028,Brooklyn,Apartment,Private room,11206,
426,59023,Manhattan,Apartment,Private room,10002,
427,59172,Manhattan,Apartment,Private room,10026,
428,59172,Manhattan,Apartment,Private room,10026,
429,59172,Manhattan,Apartment,Private room,10026,
430,59172,Manhattan,Apartment,Private room,10030,
431,59172,Manhattan,Apartment,Private room,10030,
432,59172,Manhattan,Apartment,Private room,10030,
433,59172,Manhattan,Dorm,Private room,10026,
434,59777,Brooklyn,Apartment,Entire home/apt,11221,
435,59734,Manhattan,Apartment,Entire home/apt,10019,
436,59734,Manhattan,Apartment,Entire home/apt,10019,
437,59777,Brooklyn,Apartment,Private room,11221,
438,59777,Brooklyn,Apartment,Private room,11221,
439,59777,Brooklyn,Apartment,Private room,11221,
440,59777,Brooklyn,Apartment,Private room,11221,
441,59777,Brooklyn,Apartment,Private room,11221,
442,59777,Brooklyn,Apartment,Private room,11221,
443,59734,Manhattan,Apartment,Private room,10018,
444,59734,Manhattan,Apartment,Private room,10018,
445,60038,Brooklyn,Apartment,Entire home/apt,11201,
446,60046,Brooklyn,Apartment,Entire home/apt,11201,
447,60049,Manhattan,Apartment,Entire home/apt,10002,
448,60252,Brooklyn,Apartment,Private room,11211,
449,60185,Manhattan,Apartment,Private room,10019,
450,60270,Manhattan,Apartment,Private room,10028,
451,60584,Manhattan,Apartment,Entire home/apt,10031,
452,60584,Manhattan,Apartment,Private room,10031,
453,60787,Brooklyn,Apartment,Entire home/apt,11233,
454,60787,Brooklyn,Apartment,Entire home/apt,11233,
455,60885,Brooklyn,Apartment,Entire home/apt,11237,
456,60923,Manhattan,Apartment,Entire home/apt,10001,
457,60810,Brooklyn,Apartment,Private room,11221,
458,60810,Manhattan,Apartment,Private room,10002,
459,61161,Manhattan,Apartment,Entire home/apt,10018,
460,61403,Brooklyn,Apartment,Entire home/apt,11222,
461,61531,Brooklyn,Apartment,Entire home/apt,11231,
462,61414,Brooklyn,Apartment,Entire home/apt,11238,
463,61414,Brooklyn,Apartment,Entire home/apt,11238,
464,61414,Brooklyn,Apartment,Entire home/apt,11238,
465,61414,Brooklyn,Apartment,Entire home/apt,11238,
466,61414,Brooklyn,Apartment,Entire home/apt,11238,
467,61531,Brooklyn,House,Entire home/apt,11231,
468,61494,Manhattan,Apartment,Entire home/apt,10002,
469,61446,Manhattan,Apartment,Entire home/apt,10128,
470,61531,Brooklyn,House,Private room,11231,
471,61852,Manhattan,Apartment,Entire home/apt,10009,
472,62001,Manhattan,Apartment,Entire home/apt,10019,
473,61862,Queens,House,Private room,11102,
474,62352,Brooklyn,Apartment,Entire home/apt,11238,
475,62316,Manhattan,Apartment,Entire home/apt,10009,
476,62330,Manhattan,Apartment,Entire home/apt,10021,
477,62583,Brooklyn,Apartment,Entire home/apt,11211,
478,62541,Manhattan,Apartment,Entire home/apt,10003,
479,62407,Manhattan,Apartment,Entire home/apt,10009,
480,62508,Manhattan,Apartment,Entire home/apt,10009,
481,62407,Manhattan,Apartment,Private room,10009,
482,62687,Brooklyn,Apartment,Entire home/apt,11231,
483,62791,Manhattan,Apartment,Entire home/apt,10027,
484,62745,Manhattan,Apartment,Entire home/apt,10075,
485,62855,Brooklyn,Apartment,Private room,11205,
486,62812,Manhattan,Loft,Private room,10007,
487,62955,Manhattan,Apartment,Entire home/apt,10009,
488,63036,Manhattan,Apartment,Entire home/apt,10026,
489,63116,Queens,Apartment,Entire home/apt,11372,
490,63349,Brooklyn,Apartment,Entire home/apt,11231,
491,63349,Brooklyn,Apartment,Entire home/apt,11231,
492,63349,Brooklyn,House,Entire home/apt,11231,
493,63318,Manhattan,Apartment,Private room,10032,
494,63607,Brooklyn,Apartment,Entire home/apt,11211,
495,63588,Brooklyn,Apartment,Entire home/apt,11238,
496,63588,Brooklyn,Apartment,Entire home/apt,11238,
497,63613,Brooklyn,Apartment,Private room,11205,
498,63613,Brooklyn,Apartment,Private room,11205,
499,63607,Brooklyn,Apartment,Private room,11211,
500,63945,Brooklyn,Apartment,Private room,11226,
501,63859,Brooklyn,Apartment,Private room,11238,
502,63924,Manhattan,Bed & Breakfast,Private room,10036,
503,64164,Manhattan,Apartment,Entire home/apt,10002,
504,64334,Brooklyn,Loft,Entire home/apt,11211,
505,64442,Manhattan,Apartment,Private room,10009,
506,64522,Brooklyn,Apartment,Entire home/apt,11249,
507,64644,Brooklyn,Apartment,Private room,11217,
508,64687,Manhattan,Apartment,Private room,10039,
509,64894,Manhattan,Apartment,Entire home/apt,10024,
510,65179,Brooklyn,Apartment,Entire home/apt,11249,
511,65197,Manhattan,Apartment,Entire home/apt,10011,
512,65179,Queens,Boat,Entire home/apt,11692,
513,65179,Brooklyn,Apartment,Private room,11249,
514,65059,Manhattan,Apartment,Private room,10009,
515,65212,Brooklyn,House,Private room,11237,
516,65591,Brooklyn,Apartment,Entire home/apt,11249,
517,65676,Manhattan,Apartment,Entire home/apt,10012,
518,65837,Manhattan,Apartment,Entire home/apt,10035,
519,65804,Brooklyn,Apartment,Shared room,11201,
520,66087,Brooklyn,Apartment,Entire home/apt,11209,
521,66087,Brooklyn,Apartment,Entire home/apt,11209,
522,66087,Brooklyn,Apartment,Entire home/apt,11209,
523,66087,Brooklyn,Apartment,Entire home/apt,11209,
524,66071,Brooklyn,Loft,Entire home/apt,11237,
525,66087,Brooklyn,Apartment,Private room,11228,
526,66061,Manhattan,Apartment,Private room,10001,
527,66276,Brooklyn,Apartment,Entire home/apt,11206,
528,66193,Brooklyn,Apartment,Entire home/apt,11215,
